ENSMUSG00000029780	Q9D020	SUBUNIT: Monomer.
ENSMUSG00000021066	Q8BH66	SUBUNIT: Monomer as apoprotein and in the GDP-bound form. Homodimer in the GTP-bound form. Homooligomer. Interacts (via N-terminal region) with MAP4K4 (via CNH regulatory domain). Interacts with SPAST; interaction is direct (By similarity). Interacts with REEP5, RTN3 and probably RTN4 (via the transmembrane region) (PubMed:19665976). Interacts with REEP1 (By similarity). Interacts with CPT1C (By similarity). Interacts with ARL6IP1 (By similarity). {ECO:0000250|UniProtKB:Q6PST4, ECO:0000250|UniProtKB:Q8WXF7, ECO:0000269|PubMed:19665976}.
ENSMUSG00000033792	Q64430	SUBUNIT: Monomer. Interacts with PDZD11 (By similarity). {ECO:0000250}.
ENSMUSG00000037049	Q04519	SUBUNIT: Monomer.
ENSMUSG00000006567	Q64446	SUBUNIT: Monomer. Interacts with COMMD1/MURR1 (By similarity). Interacts with DCTN4, in a copper-dependent manner. Interacts with ATOX1 (By similarity). {ECO:0000250|UniProtKB:P35670}.
ENSMUSG00000027312	Q9WU60	SUBUNIT: Monomer and homotrimer. {ECO:0000250}.
ENSMUSG00000009112	P59017	SUBUNIT: Monomer. {ECO:0000305}.
ENSMUSG00000032086	P56818	SUBUNIT: Monomer. Interacts with GGA1, GGA2 and GGA3. Interacts with RTN3 and RTN4. Interacts with SNX6 (By similarity). Interacts with PCSK9 (By similarity). Interacts with NAT8 and NAT8B (By similarity). {ECO:0000250}.
ENSMUSG00000037458	O35484	SUBUNIT: Monomer. Interacts with OAZ1 and OAZ3; the interactions stabilize the complex by inhibiting AZIN2 ubiquitination and degradation. {ECO:0000269|PubMed:18062773, ECO:0000269|PubMed:18369191}.
ENSMUSG00000028789	Q8BVM4	SUBUNIT: Interaction with OAZ1, OAZ2 and OAZ3; the interactions lead to increased ornithine decarboxylase (ODC) activity and decreased rate of ODC1 degradation (By similarity). Monomer. Interacts with OAZ1, OAZ2 and OAZ3; the interactions stabilize the complex by inhibiting AZIN2 ubiquitination and degradation. Does not form a heterodimer with ODC1. {ECO:0000250, ECO:0000269|PubMed:16916800, ECO:0000269|PubMed:18062773, ECO:0000269|PubMed:18973822, ECO:0000269|PubMed:24967154}.
ENSMUSG00000001999	Q9CY64	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000040466	Q923D2	SUBUNIT: Monomer. {ECO:0000250|UniProtKB:P30043}.
ENSMUSG00000039653	Q91X34	SUBUNIT: Monomer. {ECO:0000250|UniProtKB:Q14032}.
ENSMUSG00000048482	P21237	SUBUNIT: Monomers and homodimers. Binds to NTRK2/TRKB. {ECO:0000269|PubMed:7957235}.
ENSMUSG00000017716	O70201	SUBUNIT: Monomer or homodimer. Exists as a homodimer in the apo state and as a monomer in the CPC-bound state. The monomer protects cells against apoptosis more efficiently than the dimer. Only the dimeric form is capable of enhancing tubulin stability in cells. When phosphorylated, interacts with LAMTOR5/HBXIP; the resulting complex binds pro-CASP9, as well as active CASP9, but much less efficiently. Component of the chromosomal passenger complex (CPC) composed of at least BIRC5/survivin, CDCA8/borealin, INCENP, AURKB and AURKC. Interacts with JTB. Interacts with CDCA8 and INCENP; interaction is direct. Interacts with EVI5. Interacts with GTP-bound RAN in both the S and M phases of the cell cycle. Interacts with USP9X. Interacts with tubulin. Interacts with BIRC2/c-IAP1. The acetylated form at Lys-129 interacts with STAT3. The monomeric form deacetylated at Lys-129 interacts with XPO1/CRM1. The monomeric form interacts with XIAP/BIRC4. Both the dimeric and monomeric form can interact with DIABLO/SMAC. Interacts with BIRC6/bruce (By similarity). {ECO:0000250}.
ENSMUSG00000027483	P97361	SUBUNIT: Monomer. Interacts (via N-terminus) with SCNN1B, a subunit of the heterotrimeric epithelial sodium channel (ENaC); this inhibits proteolytic activation of ENaC (By similarity). {ECO:0000250}.
ENSMUSG00000062327	P20293	SUBUNIT: Monomer.
ENSMUSG00000030802	O55028	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000040820	Q920N2	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000041147	P97929	SUBUNIT: Monomer and dimer. Interacts with RAD51; regulates RAD51 recruitment and function at sites of DNA repair. Interacts with DSS1, WDR16, USP11, DMC1, ROCK2 and NPM1. Interacts with both nonubiquitinated and monoubiquitinated FANCD2; this complex also includes XRCC3 and phosphorylated FANCG. Part of a BRCA complex containing BRCA1, BRCA2 and PALB2. Interacts directly with PALB2 which may serve as a scaffold for a HR complex containing PALB2, BRCA2, RAD51C, RAD51 and XRCC3. Interacts with BRCA1 only in the presence of PALB2 which serves as the bridging protein. Interacts with POLH; the interaction is direct. Interacts with the TREX-2 complex subunits PCID2 and DSS1 (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:P51587, ECO:0000269|PubMed:12228710}.
ENSMUSG00000000581	O35473	SUBUNIT: Monomer and homodimer. Interacts with EXOSC10; the interaction probably mediates the association with the nuclear form of the RNA exosome. The homodimeric form interacts with TSNAX following gamma-radiation. Interacts with RAC3 (By similarity). Interacts with NR1D1, THRA, THRB, NCOR1 and NCOR2. {ECO:0000250, ECO:0000269|PubMed:9405624, ECO:0000269|PubMed:9469821}.
ENSMUSG00000002413	P28028	SUBUNIT: Monomer. Homodimer. Heterodimerizes with RAF1, and the heterodimer possesses a highly increased kinase activity compared to the respective homodimers or monomers. Heterodimerization is mitogen-regulated and enhanced by 14-3-3 proteins. MAPK1/ERK2 activation can induce a negative feedback that promotes the dissociation of the heterodimer by phosphorylating BRAF at Thr-790. Found in a complex with at least BRAF, HRAS, MAP2K1, MAPK3 and RGS14. Interacts with RIT1. Interacts (via N-terminus) with RGS14 (via RBD domains); the interaction mediates the formation of a ternary complex with RAF1, a ternary complex inhibited by GNAI1 (By similarity). Interacts with DGKH (By similarity). Interacts with PRMT5 (By similarity). Interacts with AKAP13, MAP2K1 and KSR1. Identified in a complex with AKAP13, KSR1 and MAP2K1 (PubMed:21102438). {ECO:0000250, ECO:0000250|UniProtKB:P15056, ECO:0000269|PubMed:21102438}.
ENSMUSG00000026853	P47934	SUBUNIT: Monomer. {ECO:0000269|PubMed:12526798, ECO:0000269|PubMed:15155726}.
ENSMUSG00000038286	Q8R164	SUBUNIT: Monomer. May also form homodimers (By similarity). {ECO:0000250}.
ENSMUSG00000082361	Q05928	SUBUNIT: Monomer. Interacts with EGFR and ERBB4.
ENSMUSG00000003814	P14211	SUBUNIT: Monomer. Interacts with GABARAP, NR3C1, PDIA3/ERp57, SPACA9 and TRIM21 (By similarity). Component of an EIF2 complex at least composed of CELF1/CUGBP1, CALR, CALR3, EIF2S1, EIF2S2, HSP90B1 and HSPA5. Interacts with PPIB. {ECO:0000250|UniProtKB:P18418, ECO:0000250|UniProtKB:P27797, ECO:0000269|PubMed:16931514, ECO:0000269|PubMed:20801878, ECO:0000269|PubMed:20880849, ECO:0000269|PubMed:21652723, ECO:0000269|PubMed:24256100}.
ENSMUSG00000025575	Q8VCF1	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000052922	Q67E05	SUBUNIT: Monomer. Homodimer; disulfide-linked (By similarity). {ECO:0000250}.
ENSMUSG00000093828	Q9Z1X0	SUBUNIT: Monomer, dimer, and tetramer. Heparin avidly promotes oligomerization (By similarity). {ECO:0000250}.
ENSMUSG00000095247	Q9Z1X0	SUBUNIT: Monomer, dimer, and tetramer. Heparin avidly promotes oligomerization (By similarity). {ECO:0000250}.
ENSMUSG00000073877	Q9Z1X0	SUBUNIT: Monomer, dimer, and tetramer. Heparin avidly promotes oligomerization (By similarity). {ECO:0000250}.
ENSMUSG00000096826	Q9Z1X0	SUBUNIT: Monomer, dimer, and tetramer. Heparin avidly promotes oligomerization (By similarity). {ECO:0000250}.
ENSMUSG00000054793	Q8R464	SUBUNIT: Monomer and homodimer. {ECO:0000250}.
ENSMUSG00000027861	O09161	SUBUNIT: Monomer, homodimer and homooligomer. Mostly monomeric in the absence of calcium. Forms higher oligomers in a calcium-dependent manner. Dimers associate to form tetramers, that then form linear homopolymer chains. Interacts with ASPH and TRDN (By similarity). {ECO:0000250|UniProtKB:O14958}.
ENSMUSG00000051483	P48758	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000007122	O09165	SUBUNIT: Monomer, homodimer, homotetramer and homopolymer. Can form linear homooligomers. Ca(2+) ions promote oligomerization. Interacts with ASPH and TRDN (By similarity). {ECO:0000250|UniProtKB:P07221}.
ENSMUSG00000000058	Q9WVC3	SUBUNIT: Monomer or homodimer. Interacts with CAV1; the interaction forms a stable heterooligomeric complex that is required for targeting to lipid rafts and for caveolae formation. Tyrosine phosphorylated forms do not form heterooligomers with the Tyr-19-phosphorylated form existing as a monomer or dimer, and the Tyr-27-form as a monomer only. Interacts (tyrosine phosphorylated form) with the SH2 domain-containing proteins, RASA1, NCK1 and SRC. Interacts (tyrosine phosphorylated form) with INSR, the interaction (Tyr-27-phosphorylated form) is increased on insulin stimulation. Interacts (Tyr-19 phosphorylated form) with MAPK1 (phosphorylated form); the interaction, promoted by insulin, leads to nuclear location and MAPK1 activation. Interacts with STAT3; the interaction is increased on insulin-induced tyrosine phosphorylation leading to STAT activation (By similarity). {ECO:0000250}.
ENSMUSG00000009185	Q9Z121	SUBUNIT: Monomer or homodimer; in equilibrium. {ECO:0000250}.
ENSMUSG00000035373	Q03366	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000033022	P60334	SUBUNIT: Monomer. {ECO:0000269|PubMed:16492780}.
ENSMUSG00000021537	O35648	SUBUNIT: Monomer (By similarity). Component of the TREX-2 complex (transcription and export complex 2), composed of at least ENY2, GANP, PCID2, DSS1, and either centrin CETN2 or CETN3. {ECO:0000250, ECO:0000250|UniProtKB:O15182}.
ENSMUSG00000054446	Q7TPZ8	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000035385	P10148	SUBUNIT: Monomer or homodimer; in equilibrium. {ECO:0000250}.
ENSMUSG00000015396	O88324	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000064246	Q61362	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000021483	Q9JHU3	SUBUNIT: Monomer (By similarity). Interacts with MAK (By similarity). Interacts with TBC1D32. {ECO:0000250, ECO:0000269|PubMed:20159594}.
ENSMUSG00000050996	P41209	SUBUNIT: Monomer (By similarity). Interacts with PIFO. {ECO:0000250, ECO:0000269|PubMed:20643351}.
ENSMUSG00000031347	Q9R1K9	SUBUNIT: Monomer. Homooligomer. Interacts with CCP110, SFI1. Component of the XPC complex composed of XPC, RAD23B and CETN2 (By similarity). Component of the TREX-2 complex (transcription and export complex 2), composed of at least ENY2, GANP, PCID2, DSS1, and either centrin CETN2 or CETN3 (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:P41208}.
ENSMUSG00000038192	O55233	SUBUNIT: Forms monomers and predominantly dimers.
ENSMUSG00000032344	Q8C6L5	SUBUNIT: Monomer in the absence of DNA. Homodimer when bound to DNA. {ECO:0000269|PubMed:24462292}.
ENSMUSG00000030142	Q9R0Q8	SUBUNIT: Monomer. Homodimer. {ECO:0000269|PubMed:18509109}.
ENSMUSG00000029915	Q9R007	SUBUNIT: Monomer. Homodimer. The majority of CLEC5A is expressed as a monomeric form on macrophages. Interacts with TYROBP/DAP12. The interaction with TYROBP is required for CLEC5 cell surface expression. Interacts with HCST/DAP10. Forms an CLEC5A/TYROBP/HCST trimolecular complex depending almost solely on TYROBP. {ECO:0000269|PubMed:10449773, ECO:0000269|PubMed:19074552, ECO:0000269|PubMed:19251634}.
ENSMUSG00000037938	Q9CQP3	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000042198	Q8K2Q5	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000007041	Q9Z1Q5	SUBUNIT: Monomer. Homodimer (in vitro). Interacts with TRAPPC2. Dimerization requires a conformation change that leads to the exposure of a large hydrophobic surface. In vivo, this may lead to membrane insertion. Interacts with AKAP9 (By similarity). {ECO:0000250}.
ENSMUSG00000039084	O55226	SUBUNIT: Mostly monomeric. Interacts with collagen type II (By similarity). {ECO:0000250}.
ENSMUSG00000026450	Q9D7Q1	SUBUNIT: Monomer. {ECO:0000250}.
ENSMUSG00000030538	Q9Z0F4	SUBUNIT: Monomer. Interacts with the heterodimeric integrin alpha-IIb/beta3 (ITGA2B-ITGB3). Interacts with ITGA2B (via cytoplasmic domain); the interaction is direct and calcium-dependent. Interacts with the protein kinases PLK2/SNK and PRKDC (via the region immediately upstream of the kinase domain). Interacts with PLK3; the interaction inhibits PLK3 kinase activity. Interacts with PSEN2. Interacts (via C-terminus) with F8. Interacts with NBR1 (via C-terminus). Interacts with FEZ1 (via C-terminus). Interacts with UBR5 (via C-terminus); the interaction is sensitive to DNA damage, and may target CIB1 for ubiquitin-mediated degradation. Interacts with IFI6. Interacts with BCL2. Interacts with TAS1R2 (via C-terminus); the interaction is independent of the myristoylation state of CIB1. Interacts with ITPR3; the interaction occurs in a calcium dependent manner. Interacts with PTK2/FAK1. Interacts with MAP3K5; the interaction inhibits MAP3K5 activation by phosphorylation, and its subsequent interaction with TRAF2. Interacts (via C-terminal region) with STMN2 (via the N-terminal region); the interaction is direct, occurs in a calcium-dependent manner and attenuates the STMN2-induced neurite outgrowth inhibition. Interacts with SPHK1, the interaction occurs in a calcium-dependent manner. Interacts with ITGA2B (via C-terminal cytoplasmic tail); the interaction occurs upon platelet aggregation and is stabilized/increased in a calcium and magnesium-dependent manner. Interacts with PAK1 (via N-terminal region); the interaction is direct and occurs in a calcium-dependent manner. Interacts with RAC3 (via C-terminal region); the interaction induces their association with the cytoskeleton upon alpha-IIb/beta3 integrin-mediated adhesion. Interacts with ITGA5 and ITGAV (By similarity). Interacts with MYO1C. Interacts with ITGA2B (via C-terminal cytoplasmic tail region). Interacts (via C-terminal region) with PPP3R1 isoform 1 and isoform 2; the interactions increase upon cardiomyocytes hypertrophy. Interacts with CACNA1C; the interaction increases upon cardiomyocytes hypertrophy. {ECO:0000250, ECO:0000269|PubMed:17994197, ECO:0000269|PubMed:18989529, ECO:0000269|PubMed:20639889}.
ENSMUSG00000006782	P16330	SUBUNIT: Exists as monomers and homodimers. {ECO:0000269|PubMed:22393399}.
ENSMUSG00000055022	P12960	SUBUNIT: Monomer. Interacts with CNTNAP1 in cis form (By similarity). Binds to the carbonic-anhydrase like domain of PTPRZ1 (PubMed:20133774). Interacts with NOTCH1 and TNR (PubMed:7678967, PubMed:14567914). Detected in a complex with NRCAM and PTPRB (PubMed:11564762). {ECO:0000250, ECO:0000269|PubMed:14567914, ECO:0000269|PubMed:20133774, ECO:0000269|PubMed:7678967}.
ENSMUSG00000014077	P61022	SUBUNIT: Monomer. Interacts with STK17B; the interaction occurs in a calcium-independent manner and induces the translocation of CHP1 from the Golgi to the nucleus. Interacts with GAPDH; the interaction is direct, occurs in a N-myristoylation-dependent manner and facilitates the ability of CHP1 to bind microtubules. Interacts with KIF1B (via the C-terminal end of the kinesin-motor domain); the interaction occurs in a calcium-dependent manner. Associates (via C-terminal domain) with microtubules; the association occurs with polymerized microtubules during the cell cycle in a myristoylation- and calcium-independent manner and is enhanced by GAPDH. Interacts with PPP3CA. Interacts with SLC9A1/NHE1 (via the juxtamembrane region of the cytoplasmic C-terminal domain); the interaction occurs at the plasma membrane in a calcium-dependent manner and at a domain that is critical for growth factor stimulation of the exchanger (By similarity). Interacts with SLC9A1/NHE1. {ECO:0000250, ECO:0000269|PubMed:8967452}.
ENSMUSG00000029359	Q9JKL5	SUBUNIT: Interacts with SLC9A1/NHE1 (via juxtamembrane region of the cytoplasmic C-terminus); the interaction enable an optimal Na(+)/H(+) exchange activity (By similarity). Monomer. Homodimer; disulfide-linked. {ECO:0000250}.
ENSMUSG00000071037	Q3U2J5	SUBUNIT: Monomer. Interacts with HSP90, probably as a client (By similarity). {ECO:0000250}.
ENSMUSG00000037242	Q9QYB1	SUBUNIT: Monomer. Interacts with HRH30. Interacts with AKAP9 (By similarity). {ECO:0000250}.
ENSMUSG00000051355	Q8K4M5	SUBUNIT: Monomer, homodimer. Can form heterodimers with other COMM domain-containing proteins but only certain combinations may exist in vivo. Interacts (via COMM domain) with COMMD2, COMMD3, COMMD4, COMMD5, COMMD6, COMMD7, COMMD8 and COMMD10 (via COMM domain). Identified in a complex with an E3 ubiquitin ligase complex composed of TCEB1/elongin C, CUL2, SOCS1 and RBX1; in the complex interacts directly with SOCS1 and CUL2. Interacts directly with ATP7B (via the N-terminal region). Interacts with CCS, CDKN2A, RELA, REL, RELB, NFKB1/p105, NFKB2/p100, NFKBIB, SCNN1D, SCNN1B, CFTR, CLU, SGK1, AKT1, CUL1, CUL2, CUL3, CUL4A, CUL4B, CUL5, CUL7, HIF1A. Identified in a complex with NF-kappa-B. Interacts directly with SLC12A2. Interacts with CCDC22, CCDC93 and C16orf62 homolog; proposed to be a component of the CCC (COMMD/CCDC22/CCDC93) complex which contains at least COMMD1 (and possibly other COMM domain-containing proteins), CCDC22, CCDC93 and C16orf62 homolog. {ECO:0000250|UniProtKB:Q8N668}.
ENSMUSG00000038241	Q60952	SUBUNIT: Monomer and homodimer (Probable). Forms a complex in vitro with both NEK2 kinase and the PPP1CC catalytic subunit of protein phosphatase 1 (PP1). Interacts with CEP135 (By similarity). Interacts with CROCC/rootletin. Interacts with CNTLN (By similarity). {ECO:0000250|UniProtKB:Q9BV73, ECO:0000269|PubMed:16339073, ECO:0000305}.
ENSMUSG00000031781	Q8WTY4	SUBUNIT: Monomer. Interacts with NDOR1. Interacts with CHCHD4. {ECO:0000255|HAMAP-Rule:MF_03115}.
