Ohnolog-1 Id	Ohnolog-2 Id	Ohnolog-1 Symbol	Ohnolog-2 Symbol	Synteny Outgroup Support	Combine q-value(self) from all vetebrates	Combine q-value(outgroup) from all vetebrates	q-value from self comparison	Combined q-value for all outgroups	q-value for Amphioxus	q-value for Ciona intestinalis	q-value for Ciona savignyi	q-value for Drosophila	q-value for Sea Urchin	q-value for Worm	Duplication node form Ensembl
ENSMUSG00000029681	ENSMUSG00000029438	Bcl7b	Bcl7a	3	7.897E-011	0.0020									Euteleostomi
ENSMUSG00000041911	ENSMUSG00000029754	Dlx1	Dlx6	5	7.350E-009	0.0002									Euteleostomi
ENSMUSG00000018363	ENSMUSG00000038780	Smurf2	Smurf1	5	1.833E-006	0.0005									Euteleostomi
ENSMUSG00000047146	ENSMUSG00000040943	Tet1	Tet2	3	1.928E-011	9.963E-005									Euteleostomi
ENSMUSG00000066551	ENSMUSG00000015217	Hmgb1	Hmgb3	4	2.554E-006	8.176E-005									Vertebrata
ENSMUSG00000025576	ENSMUSG00000008658	Rbfox3	Rbfox1	5	3.569E-010	0.0004									Euteleostomi
ENSMUSG00000020437	ENSMUSG00000035441	Myo1g	Myo1d	3	1.416E-006	0.0055									Euteleostomi
ENSMUSG00000033863	ENSMUSG00000052040	Klf9	Klf13	2	4.214E-006	0.0046									Euteleostomi
ENSMUSG00000042492	ENSMUSG00000034412	Tbc1d10b	Tbc1d10a	4	2.101E-008	0.0047									Euteleostomi
ENSMUSG00000040907	ENSMUSG00000007097	Atp1a3	Atp1a2	4	0.0005	0.0015									Vertebrata
ENSMUSG00000027634	ENSMUSG00000036564	Ndrg3	Ndrg4	5	5.376E-007	0.0002									Vertebrata
ENSMUSG00000039521	ENSMUSG00000030067	Foxp3	Foxp1	4	2.556E-006	0.0002									Vertebrata
ENSMUSG00000024044	ENSMUSG00000028906	Epb4.1l3	Epb4.1	4	0.0028	0.0094									Euteleostomi
ENSMUSG00000001510	ENSMUSG00000041911	Dlx3	Dlx1	4	4.430E-015	0.0001									Coelomata
ENSMUSG00000016346	ENSMUSG00000056258	Kcnq2	Kcnq3	3	2.649E-010	0.0006									Euteleostomi
ENSMUSG00000074622	ENSMUSG00000047591	Mafb	Mafa	6	1.829E-012	9.843E-007									Euteleostomi
ENSMUSG00000034771	ENSMUSG00000008305	Tle2	Tle1	3	1.722E-007	0.0035									Vertebrata
ENSMUSG00000028789	ENSMUSG00000037458	Adc	Azin1	5	1.492E-008	0.0019									Vertebrata
ENSMUSG00000053856	ENSMUSG00000000826	Dnajc5g	Dnajc5	4	0.0010	0.0003									Vertebrata
ENSMUSG00000039824	ENSMUSG00000059741	Myl6b	Myl3	3	0.0013	0.0020									Vertebrata
ENSMUSG00000033059	ENSMUSG00000021069	Pygb	Pygl	5	8.849E-009	1.424E-007									Vertebrata
ENSMUSG00000032536	ENSMUSG00000026028	Trak1	Trak2	3	2.670E-010	0.0001									Coelomata
ENSMUSG00000028843	ENSMUSG00000032261	Sh3bgrl3	Sh3bgrl2	3	2.225E-010	0.0035									Chordata
ENSMUSG00000026836	ENSMUSG00000000530	Acvr1	Acvrl1	4	7.444E-012	0.0015									Vertebrata
ENSMUSG00000031214	ENSMUSG00000036452	Ophn1	Arhgap26	5	0.0080	0.0007									Euteleostomi
ENSMUSG00000030084	ENSMUSG00000029765	Plxna1	Plxna4	5	1.204E-008	3.104E-005									Vertebrata
ENSMUSG00000021994	ENSMUSG00000030170	Wnt5a	Wnt5b	6	0.0002	2.380E-005									Euteleostomi
ENSMUSG00000036545	ENSMUSG00000043635	Adamts2	Adamts3	5	2.852E-009	0.0002									Euteleostomi
ENSMUSG00000002147	ENSMUSG00000026104	Stat6	Stat1	5	2.591E-010	0.0001									Chordata
ENSMUSG00000025026	ENSMUSG00000029106	Add3	Add1	6	2.379E-011	3.527E-014									Vertebrata
ENSMUSG00000025875	ENSMUSG00000037824	Tspan17	Tspan14	4	7.300E-005	0.0001									Vertebrata
ENSMUSG00000020866	ENSMUSG00000022416	Cacna1g	Cacna1i	5	0.0002	0.0008									Vertebrata
ENSMUSG00000003436	ENSMUSG00000027314	Dll3	Dll4	3	0.0005	0.0043									Vertebrata
ENSMUSG00000029231	ENSMUSG00000024620	Pdgfra	Pdgfrb	4	5.720E-008	2.587E-006									Euteleostomi
ENSMUSG00000038375	ENSMUSG00000028211	Trp53inp2	Trp53inp1	1	1.553E-012	0.0004									Euteleostomi
ENSMUSG00000034613	ENSMUSG00000020253	Ppm1h	Ppm1m	3	0.0008	0.0020									Vertebrata
ENSMUSG00000052142	ENSMUSG00000070565	Rasal3	Rasal2	5	0.0011	0.0022									Vertebrata
ENSMUSG00000031841	ENSMUSG00000061928	Cdh13	Dsg1b	2	1.442E-006	0.0054									Chordata
ENSMUSG00000011148	ENSMUSG00000015961	Adssl1	Adss	5	2.699E-011	7.212E-005									Vertebrata
ENSMUSG00000058325	ENSMUSG00000044447	Dock1	Dock5	5	2.807E-008	0.0005									Euteleostomi
ENSMUSG00000032773	ENSMUSG00000074939	Chrm1	Chrm5	4	0.0043	0.0021									Vertebrata
ENSMUSG00000019943	ENSMUSG00000026463	Atp2b1	Atp2b4	4	6.452E-011	0.0006									Chordata
ENSMUSG00000024873	ENSMUSG00000026514	Cnih2	Cnih3	5	0.0010	5.050E-006									Euteleostomi
ENSMUSG00000025006	ENSMUSG00000031626	Sorbs1	Sorbs2	4	1.424E-007	0.0040									Euteleostomi
ENSMUSG00000002147	ENSMUSG00000004043	Stat6	Stat5a	5	0.0001	0.0040									Chordata
ENSMUSG00000034111	ENSMUSG00000026499	Tmed8	Acbd3	4	4.241E-010	8.562E-005									Chordata
ENSMUSG00000026837	ENSMUSG00000027966	Col5a1	Col11a1	4	7.984E-010	0.0003									Euteleostomi
ENSMUSG00000026918	ENSMUSG00000024335	Brd3	Brd2	4	2.765E-005	0.0019									Euteleostomi
ENSMUSG00000025317	ENSMUSG00000031883	Car5a	Car7	1	7.634E-005	0.0001									Vertebrata
ENSMUSG00000020081	ENSMUSG00000030043	Tacr2	Tacr1	6	5.144E-007	9.691E-006									Vertebrata
ENSMUSG00000041187	ENSMUSG00000002688	Prkd2	Prkd1	5	1.109E-006	4.158E-005									Euteleostomi
ENSMUSG00000056632	ENSMUSG00000036510	Dsg3	Cdh8	4	7.611E-007	0.0030									Chordata
ENSMUSG00000028496	ENSMUSG00000024212	Mllt3	Mllt1	4	8.043E-010	0.0012									Vertebrata
ENSMUSG00000022914	ENSMUSG00000032253	Brwd1	Phip	5	0.0008	0.0012									Chordata
ENSMUSG00000095334	ENSMUSG00000017615	RP23-142A14.3	Tnfaip1	5	1.197E-011	3.436E-006									Euteleostomi
ENSMUSG00000055632	ENSMUSG00000066842	Hmcn2	Hmcn1	5	9.521E-013	2.269E-007									Euteleostomi
ENSMUSG00000031841	ENSMUSG00000001804	Cdh13	Dsg4	2	1.458E-006	0.0060									Chordata
ENSMUSG00000042700	ENSMUSG00000001995	Sipa1l1	Sipa1l2	4	1.519E-006	0.0012									Vertebrata
ENSMUSG00000006362	ENSMUSG00000038533	Cbfa2t3	Cbfa2t2	3	1.627E-006	8.826E-007									Euteleostomi
ENSMUSG00000020871	ENSMUSG00000029754	Dlx4	Dlx6	4	3.132E-008	0.0098									Euteleostomi
ENSMUSG00000003346	ENSMUSG00000038459	Fam108a	Fam108c	4	2.927E-006	0.0029									Vertebrata
ENSMUSG00000055022	ENSMUSG00000030092	Cntn1	Cntn6	6	1.244E-008	0.0002									Vertebrata
ENSMUSG00000048387	ENSMUSG00000022330	Osr1	Osr2	3	2.290E-011	0.0014									Euteleostomi
ENSMUSG00000028465	ENSMUSG00000052698	Tln1	Tln2	5	7.736E-009	0.0009									Vertebrata
ENSMUSG00000018427	ENSMUSG00000022773	Ypel2	Ypel1	4	1.337E-006	2.903E-006									Euteleostomi
ENSMUSG00000025003	ENSMUSG00000015224	Cyp2c39	Cyp2j9	3	0.0046	0.0026									Vertebrata
ENSMUSG00000004567	ENSMUSG00000036853	Mcoln1	Mcoln3	5	3.221E-007	0.0005									Euteleostomi
ENSMUSG00000031737	ENSMUSG00000001504	Irx5	Irx2	4	1.140E-008	2.875E-005									Euteleostomi
ENSMUSG00000031841	ENSMUSG00000040452	Cdh13	Cdh12	4	0.0001	0.0079									Chordata
ENSMUSG00000058297	ENSMUSG00000056222	Spock2	Spock1	5	1.288E-005	0.0064									Euteleostomi
ENSMUSG00000038210	ENSMUSG00000022484	Hoxa11	Hoxc10	3	1.153E-009	1.856E-005									Chordata
ENSMUSG00000032216	ENSMUSG00000024589	Nedd4	Nedd4l	4	4.874E-009	0.0004									Vertebrata
ENSMUSG00000035158	ENSMUSG00000029553	Mitf	Tfec	5	1.718E-011	0.0009									Chordata
ENSMUSG00000014470	ENSMUSG00000006418	Rnf166	Rnf114	4	2.898E-009	1.218E-006									Euteleostomi
ENSMUSG00000040701	ENSMUSG00000031731	Ap1g2	Ap1g1	5	2.327E-008	1.729E-008									Euteleostomi
ENSMUSG00000043964	ENSMUSG00000049686	Orai3	Orai1	6	1.365E-009	2.437E-007									Euteleostomi
ENSMUSG00000028944	ENSMUSG00000067713	Prkag2	Prkag1	4	0.0048	0.0071									Vertebrata
ENSMUSG00000020875	ENSMUSG00000043342	Hoxb9	Hoxd9	3	7.212E-015	7.379E-007									Euteleostomi
ENSMUSG00000054555	ENSMUSG00000027318	Adam12	Adam33	3	1.858E-005	0.0075									Vertebrata
ENSMUSG00000036422	ENSMUSG00000024440	Pcdh8	Pcdh12	3	7.598E-007	0.0080									Euteleostomi
ENSMUSG00000036510	ENSMUSG00000001804	Cdh8	Dsg4	3	7.487E-007	0.0042									Chordata
ENSMUSG00000021974	ENSMUSG00000031137	Fgf9	Fgf13	3	1.453E-007	0.0017									Chordata
ENSMUSG00000049100	ENSMUSG00000051663	Pcdh10	Pcdhb1	4	1.020E-013	0.0002									
ENSMUSG00000029090	ENSMUSG00000031486	Gpr125	Gpr124	5	0.0023	0.0014									Vertebrata
ENSMUSG00000028580	ENSMUSG00000020594	Pum1	Pum2	5	1.491E-006	0.0022									Vertebrata
ENSMUSG00000049100	ENSMUSG00000007440	Pcdh10	Pcdha10	3	1.110E-013	0.0001									
ENSMUSG00000056724	ENSMUSG00000073664	Nbeal2	Nbeal1	5	5.868E-007	5.196E-006									Vertebrata
ENSMUSG00000039656	ENSMUSG00000015843	Rxrb	Rxrg	4	0.0016	0.0014									Vertebrata
ENSMUSG00000030849	ENSMUSG00000054252	Fgfr2	Fgfr3	3	7.131E-013	2.635E-011									Vertebrata
ENSMUSG00000037174	ENSMUSG00000031103	Elf2	Elf4	4	3.644E-005	0.0012									Vertebrata
ENSMUSG00000020307	ENSMUSG00000036241	Cdc34	Ube2r2	3	2.113E-007	0.0022									Euteleostomi
ENSMUSG00000026888	ENSMUSG00000020176	Grb14	Grb10	4	0.0008	0.0013									Vertebrata
ENSMUSG00000035864	ENSMUSG00000031098	Syt1	Syt8	4	0.0003	0.0050									Vertebrata
ENSMUSG00000037624	ENSMUSG00000033854	Kcnk2	Kcnk10	3	4.109E-011	0.0025									Euteleostomi
ENSMUSG00000038718	ENSMUSG00000052534	Pbx3	Pbx1	5	2.778E-009	4.040E-005									Euteleostomi
ENSMUSG00000026817	ENSMUSG00000039058	Ak1	Ak5	5	9.105E-010	0.0004									Euteleostomi
ENSMUSG00000024927	ENSMUSG00000002983	Rela	Relb	4	4.513E-006	5.961E-007									Vertebrata
ENSMUSG00000046470	ENSMUSG00000025902	Sox18	Sox17	4	1.747E-013	0.0017									Euteleostomi
ENSMUSG00000025219	ENSMUSG00000057967	Fgf8	Fgf18	4	4.736E-010	2.952E-005									Euteleostomi
ENSMUSG00000004939	ENSMUSG00000037847	Nmrk2	Nmrk1	3	9.224E-009	0.0033									Euteleostomi
ENSMUSG00000025577	ENSMUSG00000053411	Cbx2	Cbx7	6	5.380E-013	7.287E-009									Euteleostomi
ENSMUSG00000037578	ENSMUSG00000034462	Pkd2l1	Pkd2	6	3.404E-007	5.631E-006									Chordata
ENSMUSG00000062075	ENSMUSG00000024590	Lmnb2	Lmnb1	5	0.0003	2.189E-006									Euteleostomi
ENSMUSG00000050541	ENSMUSG00000045875	Adra1b	Adra1a	3	5.231E-007	0.0048									Vertebrata
ENSMUSG00000072762	ENSMUSG00000074867	4930522L14Rik	Zfp808	3	0.0002	0.0073									Chordata
ENSMUSG00000018209	ENSMUSG00000022329	Stk4	Stk3	6	1.692E-013	0.0017									Euteleostomi
ENSMUSG00000040714	ENSMUSG00000021288	Klc3	Klc1	3	6.975E-011	0.0029									Chordata
ENSMUSG00000026442	ENSMUSG00000030077	Nfasc	Chl1	4	1.674E-005	0.0006									Vertebrata
ENSMUSG00000046707	ENSMUSG00000074698	Csnk2a2	Csnk2a1	5	0.0002	6.004E-005									Vertebrata
ENSMUSG00000031734	ENSMUSG00000001504	Irx3	Irx2	3	5.713E-008	0.0007									Vertebrata
ENSMUSG00000020034	ENSMUSG00000027175	Tcp11l2	Tcp11l1	5	2.051E-005	0.0030									Vertebrata
ENSMUSG00000069456	ENSMUSG00000027068	Rdh16	Dhrs9	3	2.791E-006	0.0048									Euteleostomi
ENSMUSG00000032249	ENSMUSG00000015749	Anp32a	Anp32e	4	1.119E-006	0.0037									Euteleostomi
ENSMUSG00000000632	ENSMUSG00000058153	Sez6	Sez6l	2	1.152E-013	4.720E-009									Euteleostomi
ENSMUSG00000076432	ENSMUSG00000022285	Ywhaq	Ywhaz	4	4.410E-015	0.0007									Opisthokonta
ENSMUSG00000039262	ENSMUSG00000024393	Prrc2b	Prrc2a	2	6.411E-006	0.0010									Euteleostomi
ENSMUSG00000024240	ENSMUSG00000069495	Epc1	Epc2	5	1.757E-006	0.0059									Vertebrata
ENSMUSG00000037568	ENSMUSG00000021256	Vash2	Vash1	2	1.319E-011	0.0029									Vertebrata
ENSMUSG00000055053	ENSMUSG00000008575	Nfic	Nfib	4	4.590E-007	3.529E-006									Euteleostomi
ENSMUSG00000024304	ENSMUSG00000061048	Cdh2	Cdh3	4	4.918E-006	0.0021									Chordata
ENSMUSG00000028782	ENSMUSG00000034730	Bai2	Bai1	5	1.130E-007	9.470E-005									Vertebrata
ENSMUSG00000028843	ENSMUSG00000040666	Sh3bgrl3	Sh3bgr	3	0.0005	0.0024									Chordata
ENSMUSG00000032537	ENSMUSG00000028664	Ephb1	Ephb2	4	6.209E-005	0.0005									Vertebrata
ENSMUSG00000029275	ENSMUSG00000026815	Gfi1	Gfi1b	5	2.650E-013	6.581E-005									Coelomata
ENSMUSG00000059005	ENSMUSG00000046434	Hnrnpa3	Hnrnpa1	6	5.499E-008	0.0003									Euteleostomi
ENSMUSG00000073795	ENSMUSG00000027329	6430531B16Rik	Spef1	3	0.0022	0.0046									Euteleostomi
ENSMUSG00000039621	ENSMUSG00000048960	Prex1	Prex2	5	3.255E-011	0.0010									Euteleostomi
ENSMUSG00000032413	ENSMUSG00000031453	Rasa2	Rasa3	5	4.415E-007	9.539E-005									Euteleostomi
ENSMUSG00000022542	ENSMUSG00000022456	Sept12	Sept3	3	3.807E-006	7.741E-005									Vertebrata
ENSMUSG00000037887	ENSMUSG00000030203	Dusp8	Dusp16	4	4.993E-007	0.0097									Vertebrata
ENSMUSG00000020368	ENSMUSG00000002190	Canx	Clgn	4	5.128E-006	0.0002									Euteleostomi
ENSMUSG00000026896	ENSMUSG00000017830	Ifih1	Dhx58	4	1.696E-010	0.0050									Vertebrata
ENSMUSG00000042189	ENSMUSG00000039179	Tekt3	Tekt5	2	7.060E-008	0.0069									Chordata
ENSMUSG00000020598	ENSMUSG00000030077	Nrcam	Chl1	3	7.405E-006	0.0009									Vertebrata
ENSMUSG00000029337	ENSMUSG00000031230	Fgf5	Fgf16	4	0.0049	0.0022									Vertebrata
ENSMUSG00000034917	ENSMUSG00000024812	Tjp3	Tjp2	3	4.645E-009	0.0035									Euteleostomi
ENSMUSG00000008604	ENSMUSG00000005312	Ubqln4	Ubqln1	5	0.0012	0.0082									Vertebrata
ENSMUSG00000021699	ENSMUSG00000031842	Pde4d	Pde4c	5	6.508E-007	4.123E-006									Euteleostomi
ENSMUSG00000049604	ENSMUSG00000001823	Hoxb13	Hoxd12	4	2.038E-014	7.360E-006									Chordata
ENSMUSG00000031962	ENSMUSG00000040452	Cdh15	Cdh12	3	0.0012	0.0011									Chordata
ENSMUSG00000027566	ENSMUSG00000036743	Psma7	Psma8	3	2.483E-013	0.0095									Euteleostomi
ENSMUSG00000020176	ENSMUSG00000019312	Grb10	Grb7	4	6.577E-005	0.0014									Vertebrata
ENSMUSG00000038534	ENSMUSG00000042359	Osbpl7	Osbpl6	4	1.003E-014	0.0033									Chordata
ENSMUSG00000030703	ENSMUSG00000061666	Gdpd3	Gdpd1	4	0.0005	0.0048									Vertebrata
ENSMUSG00000008496	ENSMUSG00000032015	Pou2f2	Pou2f3	6	2.345E-005	0.0002									Euteleostomi
ENSMUSG00000059552	ENSMUSG00000022510	Trp53	Trp63	4	9.932E-007	0.0006									Vertebrata
ENSMUSG00000020919	ENSMUSG00000062939	Stat5b	Stat4	5	2.503E-009	0.0011									Chordata
ENSMUSG00000055044	ENSMUSG00000031636	Pdlim1	Pdlim3	5	1.481E-007	4.438E-005									Vertebrata
ENSMUSG00000052684	ENSMUSG00000052837	Jun	Junb	4	3.838E-008	1.937E-006									Vertebrata
ENSMUSG00000004056	ENSMUSG00000001729	Akt2	Akt1	4	1.209E-006	9.069E-005									Euteleostomi
ENSMUSG00000038777	ENSMUSG00000019647	Sema6c	Sema6a	4	0.0006	0.0087									Vertebrata
ENSMUSG00000033016	ENSMUSG00000031902	Nfatc1	Nfatc3	4	8.592E-007	0.0022									Euteleostomi
ENSMUSG00000057236	ENSMUSG00000031353	Rbbp4	Rbbp7	5	0.0008	0.0020									Euteleostomi
ENSMUSG00000063447	ENSMUSG00000047079	Ube2d2b	Ube2dnl2	3	1.489E-005	0.0003									Euteleostomi
ENSMUSG00000018411	ENSMUSG00000015222	Mapt	Mtap2	5	3.104E-008	2.911E-005									Vertebrata
ENSMUSG00000020542	ENSMUSG00000009569	Myocd	Mkl2	4	7.421E-008	0.0002									Vertebrata
ENSMUSG00000056632	ENSMUSG00000061048	Dsg3	Cdh3	3	3.953E-006	0.0031									Chordata
ENSMUSG00000022485	ENSMUSG00000038253	Hoxc5	Hoxa5	5	1.060E-013	2.428E-011									Coelomata
ENSMUSG00000031812	ENSMUSG00000027602	Map1lc3b	Map1lc3a	4	6.477E-008	1.882E-006									Vertebrata
ENSMUSG00000067653	ENSMUSG00000024803	Ankrd23	Ankrd1	2	3.983E-007	0.0016									Euteleostomi
ENSMUSG00000033068	ENSMUSG00000021236	Entpd6	Entpd5	6	2.318E-006	1.288E-006									Euteleostomi
ENSMUSG00000042677	ENSMUSG00000035045	Zc3h12a	Zc3h12b	4	2.844E-005	0.0095									Chordata
ENSMUSG00000000296	ENSMUSG00000027506	Tpd52l1	Tpd52	4	9.118E-006	0.0095									Vertebrata
ENSMUSG00000031207	ENSMUSG00000052397	Msn	Ezr	4	0.0025	0.0055									Euteleostomi
ENSMUSG00000024769	ENSMUSG00000021279	Cdc42bpg	Cdc42bpb	4	1.040E-012	4.691E-009									Coelomata
ENSMUSG00000026425	ENSMUSG00000030257	Srgap2	Srgap3	3	8.947E-006	0.0098									Vertebrata
ENSMUSG00000029168	ENSMUSG00000022304	Dpysl5	Dpys	4	3.091E-007	0.0018									Chordata
ENSMUSG00000031605	ENSMUSG00000014164	Klhl2	Klhl3	4	1.340E-007	0.0093									Euteleostomi
ENSMUSG00000035835	ENSMUSG00000044667	BC005764	D3Bwg0562e	4	2.581E-007	6.406E-005									Vertebrata
ENSMUSG00000026934	ENSMUSG00000026468	Lhx3	Lhx4	5	9.635E-012	2.537E-013									Euteleostomi
ENSMUSG00000016946	ENSMUSG00000016940	Kctd5	Kctd2	6	3.636E-010	0.0006									Euteleostomi
ENSMUSG00000048015	ENSMUSG00000038255	Neurod4	Neurod2	3	8.957E-008	0.0024									Vertebrata
ENSMUSG00000059173	ENSMUSG00000022489	Pde1a	Pde1b	5	7.153E-014	0.0002									Vertebrata
ENSMUSG00000046694	ENSMUSG00000032265	Fam46b	Fam46a	5	2.363E-009	0.0006									Euteleostomi
ENSMUSG00000026840	ENSMUSG00000026479	Lamc3	Lamc2	4	2.576E-013	2.521E-005									Vertebrata
ENSMUSG00000047281	ENSMUSG00000076432	Sfn	Ywhaq	6	3.457E-005	0.0007									Sarcopterygii
ENSMUSG00000052889	ENSMUSG00000050965	Prkcb	Prkca	4	9.480E-007	0.0065									Euteleostomi
ENSMUSG00000020366	ENSMUSG00000021936	Mapk9	Mapk8	4	7.027E-005	0.0003									Vertebrata
ENSMUSG00000025232	ENSMUSG00000021665	Hexa	Hexb	5	1.153E-006	7.795E-007									Euteleostomi
ENSMUSG00000028790	ENSMUSG00000026058	Khdrbs1	Khdrbs2	5	1.232E-009	0.0097									Vertebrata
ENSMUSG00000035620	ENSMUSG00000025485	Ric8b	Ric8	5	0.0007	0.0042									Vertebrata
ENSMUSG00000004980	ENSMUSG00000092086	Hnrnpa2b1	Gm6793	3	1.056E-005	0.0049									Euteleostomi
ENSMUSG00000020672	ENSMUSG00000025909	Sntg2	Sntg1	5	0.0002	0.0030									Vertebrata
ENSMUSG00000089704	ENSMUSG00000021130	Galnt2	Galntl1	4	7.292E-007	0.0013									Chordata
ENSMUSG00000004054	ENSMUSG00000042724	Map3k11	Map3k9	4	5.656E-013	0.0017									Vertebrata
ENSMUSG00000029646	ENSMUSG00000024619	Cdx2	Cdx1	5	0.0002	4.001E-006									Euteleostomi
ENSMUSG00000074627	ENSMUSG00000072487	4922505G16Rik	Gm628	1	1.430E-012	0.0014									Chordata
ENSMUSG00000095961	ENSMUSG00000028738	Vmn2r102	Tas1r2	3	4.916E-006	0.0015									Chordata
ENSMUSG00000034201	ENSMUSG00000020686	Gas2l1	Gas2l2	3	1.803E-007	0.0046									Chordata
ENSMUSG00000029101	ENSMUSG00000052087	Rgs12	Rgs14	3	3.259E-008	1.207E-005									Vertebrata
ENSMUSG00000031918	ENSMUSG00000031337	Mtmr2	Mtm1	4	0.0001	0.0037									Euteleostomi
ENSMUSG00000025255	ENSMUSG00000038872	Zfhx4	Zfhx3	5	1.125E-006	4.142E-005									Vertebrata
ENSMUSG00000031673	ENSMUSG00000026312	Cdh11	Cdh7	5	1.693E-006	0.0073									Vertebrata
ENSMUSG00000052539	ENSMUSG00000045095	Magi3	Magi1	4	4.248E-005	0.0075									Euteleostomi
ENSMUSG00000044469	ENSMUSG00000062210	Tnfaip8l1	Tnfaip8	2	0.0002	9.729E-005									Euteleostomi
ENSMUSG00000062995	ENSMUSG00000026018	Ica1	Ica1l	4	2.865E-005	0.0049									Vertebrata
ENSMUSG00000055515	ENSMUSG00000072778	Vmn2r81	Vmn2r27	5	0.0081	0.0010									Sarcopterygii
ENSMUSG00000030824	ENSMUSG00000030659	Nucb1	Nucb2	4	0.0003	0.0063									Vertebrata
ENSMUSG00000063447	ENSMUSG00000061490	Ube2d2b	Ube2d4	4	9.017E-007	0.0089									Vertebrata
ENSMUSG00000066551	ENSMUSG00000054717	Hmgb1	Hmgb2	4	0.0014	2.247E-006									Vertebrata
ENSMUSG00000060681	ENSMUSG00000037341	Slc9a6	Slc9a7	4	4.452E-008	0.0036									Euteleostomi
ENSMUSG00000030771	ENSMUSG00000051586	Micalcl	Mical3	3	3.109E-007	0.0014									Chordata
ENSMUSG00000010461	ENSMUSG00000017897	Eya4	Eya2	4	2.202E-006	0.0003									Chordata
ENSMUSG00000022048	ENSMUSG00000024501	Dpysl2	Dpysl3	4	5.104E-005	0.0015									Vertebrata
ENSMUSG00000092120	ENSMUSG00000028738	Vmn2r90	Tas1r2	3	3.933E-006	0.0015									Chordata
ENSMUSG00000000690	ENSMUSG00000001657	Hoxb6	Hoxc8	2	2.147E-012	3.739E-007									Euteleostomi
