Ohnolog-1 Id	Ohnolog-2 Id	Ohnolog-1 Symbol	Ohnolog-2 Symbol	Synteny Outgroup Support	Combine q-value(self) from all vetebrates	Combine q-value(outgroup) from all vetebrates	q-value from self comparison	Combined q-value for all outgroups	q-value for Amphioxus	q-value for Ciona intestinalis	q-value for Ciona savignyi	q-value for Drosophila	q-value for Sea Urchin	q-value for Worm	Duplication node form Ensembl
ENSMUSG00000057093	ENSMUSG00000055341	C030039L03Rik	Zfp457	3	0.0022	0.1689									
ENSMUSG00000033585	ENSMUSG00000091497	Ndn	Gm44	3	0.0002	0.0134									Chordata
ENSMUSG00000029673	ENSMUSG00000043323	Auts2	Fbrsl1	1	7.203E-008	0.0473									Euteleostomi
ENSMUSG00000016346	ENSMUSG00000028631	Kcnq2	Kcnq4	3	5.018E-006	0.0186									Vertebrata
ENSMUSG00000028593	ENSMUSG00000095128	9430007A20Rik	GM5709	1	2.130E-011	0.0936									Vertebrata
ENSMUSG00000037997	ENSMUSG00000034640	Parp11	Tiparp	2	0.0057	0.3033									Chordata
ENSMUSG00000055707	ENSMUSG00000036782	Klhl26	Klhl13	4	0.3336	0.0214									Chordata
ENSMUSG00000001403	ENSMUSG00000069733	Ube2c	Ube2u	1	0.0042	0.3694									Sarcopterygii
ENSMUSG00000094526	ENSMUSG00000024529	LOXL2	Lox	2	0.0004	0.3815									Chordata
ENSMUSG00000018899	ENSMUSG00000031627	Irf1	Irf2	1	9.639E-008	0.0682									Euteleostomi
ENSMUSG00000000303	ENSMUSG00000047216	Cdh1	Cdh19	2	1.596E-006	0.3250									Chordata
ENSMUSG00000025576	ENSMUSG00000008658	Rbfox3	Rbfox1	5	3.569E-010	0.0004									Euteleostomi
ENSMUSG00000021294	ENSMUSG00000026494	Kif26a	Kif26b	5	1.605E-011	0.0584									Euteleostomi
ENSMUSG00000067231	ENSMUSG00000091867	Cyp2c65	Cyp2a22	1	0.0008	0.2649									Sarcopterygii
ENSMUSG00000020437	ENSMUSG00000035441	Myo1g	Myo1d	3	1.416E-006	0.0055									Euteleostomi
ENSMUSG00000028524	ENSMUSG00000041685	Sgip1	Fcho2	4	7.395E-009	0.0129									Euteleostomi
ENSMUSG00000041598	ENSMUSG00000049521	Cdc42ep4	Cdc42ep1	1	4.970E-011	0.2387									Euteleostomi
ENSMUSG00000022738	ENSMUSG00000021095	Gsc2	Gsc	3	0.0004	0.0315									Euteleostomi
ENSMUSG00000091656	ENSMUSG00000027824	Vmn2r106	Vmn2r1	2	0.0002	0.1769									Chordata
ENSMUSG00000001508	ENSMUSG00000004631	Sgca	Sgce	3	1.304E-007	0.0225									Vertebrata
ENSMUSG00000042248	ENSMUSG00000027983	Cyp2c37	Cyp2u1	2	1.223E-010	0.3161									Vertebrata
ENSMUSG00000033863	ENSMUSG00000052040	Klf9	Klf13	2	4.214E-006	0.0046									Euteleostomi
ENSMUSG00000042248	ENSMUSG00000066097	Cyp2c37	Cyp2j11	1	0.0053	0.0173									Vertebrata
ENSMUSG00000067006	ENSMUSG00000044734	Serpinb5	Serpinb1a	4	0.0006	0.2004									Vertebrata
ENSMUSG00000042492	ENSMUSG00000034412	Tbc1d10b	Tbc1d10a	4	2.101E-008	0.0047									Euteleostomi
ENSMUSG00000020538	ENSMUSG00000022463	Srebf1	Srebf2	3	3.021E-005	0.0264									Vertebrata
ENSMUSG00000019917	ENSMUSG00000058013	Sept10	Sept11	4	0.0052	0.0316									Euteleostomi
ENSMUSG00000040907	ENSMUSG00000007097	Atp1a3	Atp1a2	4	0.0005	0.0015									Vertebrata
ENSMUSG00000034612	ENSMUSG00000056643	Chst11	Chst13	3	8.316E-005	0.0545									Euteleostomi
ENSMUSG00000019982	ENSMUSG00000017861	Myb	Mybl2	3	2.295E-006	0.0122									Chordata
ENSMUSG00000041550	ENSMUSG00000023224	Serpina5	Serping1	1	3.553E-006	0.4136									Chordata
ENSMUSG00000036885	ENSMUSG00000026259	Arhgef26	Ngef	4	0.0840	0.0020									Chordata
ENSMUSG00000021994	ENSMUSG00000027840	Wnt5a	Wnt2b	2	3.135E-005	0.0114									Vertebrata
ENSMUSG00000040434	ENSMUSG00000004383	Gyltl1b	Large	4	0.0002	0.0380									Euteleostomi
ENSMUSG00000021804	ENSMUSG00000028012	Rgr	Rrh	2	9.434E-011	0.1991									Euteleostomi
ENSMUSG00000027634	ENSMUSG00000036564	Ndrg3	Ndrg4	5	5.376E-007	0.0002									Vertebrata
ENSMUSG00000000753	ENSMUSG00000079012	Serpinf1	Serpina3m	1	0.0005	0.1116									Chordata
ENSMUSG00000025499	ENSMUSG00000030265	Hras1	Kras	3	1.085E-006	0.1845									Vertebrata
ENSMUSG00000022096	ENSMUSG00000053470	Hr	Kdm3a	4	0.0669	0.0026									Vertebrata
ENSMUSG00000026202	ENSMUSG00000023004	Tuba4a	Tuba1b	4	7.784E-007	0.0349									Euteleostomi
ENSMUSG00000039521	ENSMUSG00000030067	Foxp3	Foxp1	4	2.556E-006	0.0002									Vertebrata
ENSMUSG00000001655	ENSMUSG00000038203	Hoxc13	Hoxa13	2	1.205E-009	0.0583									Euteleostomi
ENSMUSG00000019905	ENSMUSG00000094145	Gprc6a	Vmn2r20	3	0.0588	0.0165									Chordata
ENSMUSG00000059956	ENSMUSG00000044734	Serpinb12	Serpinb1a	3	0.0082	0.2829									Coelomata
ENSMUSG00000019461	ENSMUSG00000032369	Plscr3	Plscr1	4	0.0007	0.0463									Euteleostomi
ENSMUSG00000024044	ENSMUSG00000028906	Epb4.1l3	Epb4.1	4	0.0028	0.0094									Euteleostomi
ENSMUSG00000026341	ENSMUSG00000056367	Actr3	Actr3b	3	1.773E-005	0.0455									Chordata
ENSMUSG00000001510	ENSMUSG00000041911	Dlx3	Dlx1	4	4.430E-015	0.0001									Coelomata
ENSMUSG00000070923	ENSMUSG00000040387	Klhl9	Klhl32	4	0.0066	0.0268									Chordata
ENSMUSG00000020400	ENSMUSG00000044162	Tnip1	Tnip3	1	1.751E-005	0.0158									Euteleostomi
ENSMUSG00000074575	ENSMUSG00000045053	Kcng1	Kcng3	3	0.0033	0.1044									Vertebrata
ENSMUSG00000016346	ENSMUSG00000056258	Kcnq2	Kcnq3	3	2.649E-010	0.0006									Euteleostomi
ENSMUSG00000074622	ENSMUSG00000047591	Mafb	Mafa	6	1.829E-012	9.843E-007									Euteleostomi
ENSMUSG00000001157	ENSMUSG00000040298	Gmcl1	Btbd16	3	1.355E-005	0.0834									Chordata
ENSMUSG00000034771	ENSMUSG00000008305	Tle2	Tle1	3	1.722E-007	0.0035									Vertebrata
ENSMUSG00000026904	ENSMUSG00000024485	Slc4a10	Slc4a9	5	0.3582	0.0212									Vertebrata
ENSMUSG00000028789	ENSMUSG00000037458	Adc	Azin1	5	1.492E-008	0.0019									Vertebrata
ENSMUSG00000030226	ENSMUSG00000036111	Lmo3	Lmo1	2	9.824E-007	0.4731									Euteleostomi
ENSMUSG00000044951	ENSMUSG00000031698	Mylk4	Mylk3	3	0.0002	0.2264									Vertebrata
ENSMUSG00000053856	ENSMUSG00000000826	Dnajc5g	Dnajc5	4	0.0010	0.0003									Vertebrata
ENSMUSG00000025350	ENSMUSG00000027068	Rdh5	Dhrs9	3	1.614E-007	0.0128									Euteleostomi
ENSMUSG00000020614	ENSMUSG00000025854	Fam20a	Fam20c	3	8.681E-008	0.0147									Euteleostomi
ENSMUSG00000039824	ENSMUSG00000059741	Myl6b	Myl3	3	0.0013	0.0020									Vertebrata
ENSMUSG00000033446	ENSMUSG00000027762	Lpar6	Sucnr1	2	4.423E-009	0.0404									Vertebrata
ENSMUSG00000033059	ENSMUSG00000021069	Pygb	Pygl	5	8.849E-009	1.424E-007									Vertebrata
ENSMUSG00000032536	ENSMUSG00000026028	Trak1	Trak2	3	2.670E-010	0.0001									Coelomata
ENSMUSG00000056201	ENSMUSG00000015932	Cfl1	Dstn	2	2.114E-006	0.0910									Vertebrata
ENSMUSG00000028843	ENSMUSG00000032261	Sh3bgrl3	Sh3bgrl2	3	2.225E-010	0.0035									Chordata
ENSMUSG00000026836	ENSMUSG00000000530	Acvr1	Acvrl1	4	7.444E-012	0.0015									Vertebrata
ENSMUSG00000031214	ENSMUSG00000036452	Ophn1	Arhgap26	5	0.0080	0.0007									Euteleostomi
ENSMUSG00000028878	ENSMUSG00000037808	Fam76a	Fam76b	5	0.1988	0.0038									Euteleostomi
ENSMUSG00000030084	ENSMUSG00000029765	Plxna1	Plxna4	5	1.204E-008	3.104E-005									Vertebrata
ENSMUSG00000021994	ENSMUSG00000030170	Wnt5a	Wnt5b	6	0.0002	2.380E-005									Euteleostomi
ENSMUSG00000024304	ENSMUSG00000040452	Cdh2	Cdh12	2	0.0008	0.1145									Chordata
ENSMUSG00000009487	ENSMUSG00000001930	Otog	Vwf	2	1.289E-007	0.3295									Chordata
ENSMUSG00000053166	ENSMUSG00000024304	Cdh22	Cdh2	2	4.092E-012	0.4268									Chordata
ENSMUSG00000091260	ENSMUSG00000068999	Vmn2r19	Vmn2r5	4	0.0006	0.0214									Chordata
ENSMUSG00000048206	ENSMUSG00000081984	Dnajb8	Dnajb3	3	2.300E-008	0.0446									Tetrapoda
ENSMUSG00000042826	ENSMUSG00000031230	Fgf11	Fgf16	3	0.0816	0.0235									Chordata
ENSMUSG00000036545	ENSMUSG00000043635	Adamts2	Adamts3	5	2.852E-009	0.0002									Euteleostomi
ENSMUSG00000002147	ENSMUSG00000026104	Stat6	Stat1	5	2.591E-010	0.0001									Chordata
ENSMUSG00000056910	ENSMUSG00000051980	Vmn2r107	Casr	3	0.0004	0.0153									Chordata
ENSMUSG00000078787	ENSMUSG00000094559	Cyp2t4	Cyp2d34	1	0.0007	0.1220									Vertebrata
ENSMUSG00000038393	ENSMUSG00000074794	Txnip	Arrdc3	3	0.0001	0.0593									Vertebrata
ENSMUSG00000025026	ENSMUSG00000029106	Add3	Add1	6	2.379E-011	3.527E-014									Vertebrata
ENSMUSG00000022180	ENSMUSG00000040010	Slc7a8	Slc7a5	3	1.367E-008	0.0235									Chordata
ENSMUSG00000028871	ENSMUSG00000051920	Rspo1	Rspo2	2	3.850E-008	0.3621									Vertebrata
ENSMUSG00000025875	ENSMUSG00000037824	Tspan17	Tspan14	4	7.300E-005	0.0001									Vertebrata
ENSMUSG00000029337	ENSMUSG00000027208	Fgf5	Fgf7	3	0.8709	0.0320									Chordata
ENSMUSG00000037624	ENSMUSG00000023243	Kcnk2	Kcnk5	4	0.0829	0.0432									Vertebrata
ENSMUSG00000078779	ENSMUSG00000078994	Zfp59	Zfp429	2	0.0098	0.2318									
ENSMUSG00000053166	ENSMUSG00000059898	Cdh22	Dsc3	3	3.823E-012	0.2435									Chordata
ENSMUSG00000020866	ENSMUSG00000022416	Cacna1g	Cacna1i	5	0.0002	0.0008									Vertebrata
ENSMUSG00000019889	ENSMUSG00000028909	Ptprk	Ptpru	3	3.142E-012	0.1944									Vertebrata
ENSMUSG00000032085	ENSMUSG00000001349	Tagln	Cnn1	2	0.1921	0.0227									Chordata
ENSMUSG00000009681	ENSMUSG00000017631	Bcr	Abr	3	1.764E-008	0.0143									Vertebrata
ENSMUSG00000022674	ENSMUSG00000027694	Ube2v2	Gm8325	4	0.0500	0.0175									Euteleostomi
ENSMUSG00000003436	ENSMUSG00000027314	Dll3	Dll4	3	0.0005	0.0043									Vertebrata
ENSMUSG00000029231	ENSMUSG00000024620	Pdgfra	Pdgfrb	4	5.720E-008	2.587E-006									Euteleostomi
ENSMUSG00000025268	ENSMUSG00000043453	Maged2	Magea10	2	0.0009	0.0971									Chordata
ENSMUSG00000042607	ENSMUSG00000067081	Asb4	Asb18	1	1.237E-005	0.2169									Vertebrata
ENSMUSG00000038375	ENSMUSG00000028211	Trp53inp2	Trp53inp1	1	1.553E-012	0.0004									Euteleostomi
ENSMUSG00000034115	ENSMUSG00000034810	Scn11a	Scn7a	4	2.259E-006	0.0168									Vertebrata
ENSMUSG00000020176	ENSMUSG00000026786	Grb10	Apbb1ip	3	0.6944	0.0102									Chordata
ENSMUSG00000018570	ENSMUSG00000047714	2810408A11Rik	Ppp1r2	1	2.228E-008	0.0945									Euteleostomi
ENSMUSG00000034613	ENSMUSG00000020253	Ppm1h	Ppm1m	3	0.0008	0.0020									Vertebrata
ENSMUSG00000031841	ENSMUSG00000026312	Cdh13	Cdh7	3	1.722E-005	0.0415									Chordata
ENSMUSG00000052142	ENSMUSG00000070565	Rasal3	Rasal2	5	0.0011	0.0022									Vertebrata
ENSMUSG00000006777	ENSMUSG00000023043	Krt23	Krt18	1	1.854E-010	0.0432									Euteleostomi
ENSMUSG00000026064	ENSMUSG00000059895	Ptp4a1	Ptp4a3	3	5.145E-007	0.0139									Euteleostomi
ENSMUSG00000031443	ENSMUSG00000024386	F7	Proc	2	0.0006	0.4550									Vertebrata
ENSMUSG00000057969	ENSMUSG00000063531	Sema3b	Sema3e	3	3.641E-008	0.2035									Vertebrata
ENSMUSG00000031841	ENSMUSG00000061928	Cdh13	Dsg1b	2	1.442E-006	0.0054									Chordata
ENSMUSG00000035067	ENSMUSG00000042631	Xkr6	Xkr7	4	0.0012	0.0125									Vertebrata
ENSMUSG00000096644	ENSMUSG00000067649	Magea1	Mageb18	2	5.944E-013	0.2471									Chordata
ENSMUSG00000094892	ENSMUSG00000043897	Vmn2r101	Vmn2r2	2	0.0009	0.1988									Chordata
ENSMUSG00000054106	ENSMUSG00000063903	Try4	Klk1	1	3.156E-011	0.3938									Chordata
ENSMUSG00000091794	ENSMUSG00000043897	Vmn2r18	Vmn2r2	3	0.0084	0.1089									Chordata
ENSMUSG00000037868	ENSMUSG00000038418	Egr2	Egr1	3	9.351E-007	0.0666									Vertebrata
ENSMUSG00000015755	ENSMUSG00000035476	Tab2	Tab3	2	2.260E-006	0.0419									Vertebrata
ENSMUSG00000032808	ENSMUSG00000052974	Cyp2c38	Cyp2f2	2	0.0059	0.1772									Vertebrata
ENSMUSG00000047090	ENSMUSG00000051703	Tmem198b	Tmem198	3	1.590E-005	0.1169									Chordata
ENSMUSG00000011148	ENSMUSG00000015961	Adssl1	Adss	5	2.699E-011	7.212E-005									Vertebrata
ENSMUSG00000091771	ENSMUSG00000043897	Vmn2r103	Vmn2r2	2	0.0009	0.1988									Chordata
ENSMUSG00000021306	ENSMUSG00000024958	Gpr137b	Gpr137	1	0.0004	0.0223									Euteleostomi
ENSMUSG00000035877	ENSMUSG00000071757	Zhx3	Zhx2	1	1.555E-013	0.1760									Euteleostomi
ENSMUSG00000058325	ENSMUSG00000044447	Dock1	Dock5	5	2.807E-008	0.0005									Euteleostomi
ENSMUSG00000047216	ENSMUSG00000040420	Cdh19	Cdh18	4	0.0051	0.1836									Vertebrata
ENSMUSG00000032773	ENSMUSG00000074939	Chrm1	Chrm5	4	0.0043	0.0021									Vertebrata
ENSMUSG00000089675	ENSMUSG00000035780	Ugt1a8	Ugt2a3	2	0.0012	0.1929									Vertebrata
ENSMUSG00000019943	ENSMUSG00000026463	Atp2b1	Atp2b4	4	6.452E-011	0.0006									Chordata
ENSMUSG00000020327	ENSMUSG00000027208	Fgf22	Fgf7	4	1.416E-006	0.1082									Euteleostomi
ENSMUSG00000027479	ENSMUSG00000024277	Mapre1	Mapre2	3	2.079E-006	0.0152									Vertebrata
ENSMUSG00000024873	ENSMUSG00000026514	Cnih2	Cnih3	5	0.0010	5.050E-006									Euteleostomi
ENSMUSG00000031364	ENSMUSG00000031130	Grpr	Brs3	3	1.664E-010	0.0990									Euteleostomi
ENSMUSG00000042248	ENSMUSG00000040583	Cyp2c37	Cyp2b13	1	0.0049	0.3566									Sarcopterygii
ENSMUSG00000096002	ENSMUSG00000027824	Vmn2r53	Vmn2r1	2	2.576E-005	0.2003									Chordata
ENSMUSG00000058587	ENSMUSG00000005628	Tmod3	Tmod4	2	5.358E-014	0.0213									Vertebrata
ENSMUSG00000057614	ENSMUSG00000032562	Gnai1	Gnai2	5	1.313E-007	0.0153									Vertebrata
ENSMUSG00000038641	ENSMUSG00000033715	Akr1d1	Akr1c14	4	0.0002	0.0213									Euteleostomi
ENSMUSG00000057163	ENSMUSG00000038968	Prss2	Klk1b16	1	2.630E-011	0.2952									Chordata
ENSMUSG00000002578	ENSMUSG00000018168	Ikzf4	Ikzf3	3	0.0001	0.1027									Vertebrata
ENSMUSG00000025006	ENSMUSG00000031626	Sorbs1	Sorbs2	4	1.424E-007	0.0040									Euteleostomi
ENSMUSG00000002147	ENSMUSG00000004043	Stat6	Stat5a	5	0.0001	0.0040									Chordata
ENSMUSG00000034111	ENSMUSG00000026499	Tmed8	Acbd3	4	4.241E-010	8.562E-005									Chordata
ENSMUSG00000048078	ENSMUSG00000031561	Tenm4	Tenm3	4	0.0256	0.0002									Euteleostomi
ENSMUSG00000026837	ENSMUSG00000027966	Col5a1	Col11a1	4	7.984E-010	0.0003									Euteleostomi
ENSMUSG00000055515	ENSMUSG00000091572	Vmn2r81	Vmn2r3	3	0.0390	0.0420									Chordata
ENSMUSG00000026918	ENSMUSG00000024335	Brd3	Brd2	4	2.765E-005	0.0019									Euteleostomi
ENSMUSG00000089943	ENSMUSG00000070704	Ugt1a5	Ugt2b36	1	0.0004	0.1177									Vertebrata
ENSMUSG00000054889	ENSMUSG00000022565	Dsp	Plec	3	0.5828	0.0207									Coelomata
ENSMUSG00000091260	ENSMUSG00000027824	Vmn2r19	Vmn2r1	3	0.0006	0.1288									Chordata
ENSMUSG00000091381	ENSMUSG00000062200	Vmn2r83	Vmn2r7	3	0.0365	0.0471									Chordata
ENSMUSG00000025317	ENSMUSG00000031883	Car5a	Car7	1	7.634E-005	0.0001									Vertebrata
ENSMUSG00000020062	ENSMUSG00000006641	Slc5a8	Slc5a6	2	0.9802	0.0402									Coelomata
ENSMUSG00000072778	ENSMUSG00000091504	Vmn2r27	Vmn2r118	3	0.0051	0.0792									Sarcopterygii
