Zebrafish_gene_Ensembl_id	Ensembl_gene_tree_id
ENSDARG00000069031	ENSGT00390000000694
ENSDARG00000004948	ENSGT00390000000696
ENSDARG00000092463	ENSGT00390000000699
ENSDARG00000068870	ENSGT00390000000705
ENSDARG00000061380	ENSGT00390000000706
ENSDARG00000017696	ENSGT00390000000709
ENSDARG00000045092	ENSGT00390000000713
ENSDARG00000038789	ENSGT00390000000715
ENSDARG00000039642	ENSGT00390000000728
ENSDARG00000059057	ENSGT00390000000728
ENSDARG00000002305	ENSGT00390000000754
ENSDARG00000058319	ENSGT00390000000781
ENSDARG00000079217	ENSGT00390000000803
ENSDARG00000023028	ENSGT00390000000805
ENSDARG00000025693	ENSGT00390000000819
ENSDARG00000055757	ENSGT00390000000819
ENSDARG00000008816	ENSGT00390000000854
ENSDARG00000023657	ENSGT00390000000860
ENSDARG00000027078	ENSGT00390000000862
ENSDARG00000062916	ENSGT00390000000867
ENSDARG00000039960	ENSGT00390000000873
ENSDARG00000032603	ENSGT00390000000873
ENSDARG00000014517	ENSGT00390000000874
ENSDARG00000079198	ENSGT00390000000874
ENSDARG00000027428	ENSGT00390000000883
ENSDARG00000040764	ENSGT00390000000908
ENSDARG00000055283	ENSGT00390000000908
ENSDARG00000045131	ENSGT00390000000908
ENSDARG00000007734	ENSGT00390000000909
ENSDARG00000036426	ENSGT00390000000911
ENSDARG00000079307	ENSGT00390000000915
ENSDARG00000017199	ENSGT00390000000916
ENSDARG00000077119	ENSGT00390000000917
ENSDARG00000040149	ENSGT00390000000924
ENSDARG00000060472	ENSGT00390000000938
ENSDARG00000059209	ENSGT00390000000948
ENSDARG00000058452	ENSGT00390000000948
ENSDARG00000058292	ENSGT00390000000950
ENSDARG00000017659	ENSGT00390000000950
ENSDARG00000079512	ENSGT00390000000973
ENSDARG00000036595	ENSGT00390000000973
ENSDARG00000024846	ENSGT00390000000977
ENSDARG00000068590	ENSGT00390000000980
ENSDARG00000063030	ENSGT00390000000993
ENSDARG00000039152	ENSGT00390000001015
ENSDARG00000097071	ENSGT00390000001017
ENSDARG00000009953	ENSGT00390000001021
ENSDARG00000068156	ENSGT00390000001029
ENSDARG00000053666	ENSGT00390000001038
ENSDARG00000030999	ENSGT00390000001038
ENSDARG00000032264	ENSGT00390000001038
ENSDARG00000067673	ENSGT00390000001038
ENSDARG00000020986	ENSGT00390000001041
ENSDARG00000041538	ENSGT00390000001057
ENSDARG00000040803	ENSGT00390000001062
ENSDARG00000061060	ENSGT00390000001063
ENSDARG00000067681	ENSGT00390000001064
ENSDARG00000075033	ENSGT00390000001083
ENSDARG00000070868	ENSGT00390000001092
ENSDARG00000071396	ENSGT00390000001094
ENSDARG00000095623	ENSGT00390000001098
ENSDARG00000013802	ENSGT00390000001101
ENSDARG00000020201	ENSGT00390000001114
ENSDARG00000014615	ENSGT00390000001116
ENSDARG00000037062	ENSGT00390000001117
ENSDARG00000079751	ENSGT00390000001118
ENSDARG00000068886	ENSGT00390000001121
ENSDARG00000063155	ENSGT00390000001132
ENSDARG00000062289	ENSGT00390000001136
ENSDARG00000079605	ENSGT00390000001141
ENSDARG00000097407	ENSGT00390000001143
ENSDARG00000041708	ENSGT00390000001146
ENSDARG00000053097	ENSGT00390000001182
ENSDARG00000008818	ENSGT00390000001182
ENSDARG00000013251	ENSGT00390000001182
ENSDARG00000059917	ENSGT00390000001183
ENSDARG00000077116	ENSGT00390000001183
ENSDARG00000005154	ENSGT00390000001189
ENSDARG00000045230	ENSGT00390000001191
ENSDARG00000067825	ENSGT00390000001195
ENSDARG00000039422	ENSGT00390000001197
ENSDARG00000071468	ENSGT00390000001201
ENSDARG00000038235	ENSGT00390000001205
ENSDARG00000001929	ENSGT00390000001206
ENSDARG00000033855	ENSGT00390000001225
ENSDARG00000034826	ENSGT00390000001231
ENSDARG00000052703	ENSGT00390000001233
ENSDARG00000087241	ENSGT00390000001251
ENSDARG00000094010	ENSGT00390000001254
ENSDARG00000051957	ENSGT00390000001255
ENSDARG00000061372	ENSGT00390000001260
ENSDARG00000044488	ENSGT00390000001263
ENSDARG00000042997	ENSGT00390000001279
ENSDARG00000053204	ENSGT00390000001280
ENSDARG00000053527	ENSGT00390000001280
ENSDARG00000069699	ENSGT00390000001289
ENSDARG00000014095	ENSGT00390000001289
ENSDARG00000075067	ENSGT00390000001289
ENSDARG00000010516	ENSGT00390000001293
ENSDARG00000029615	ENSGT00390000001296
ENSDARG00000077639	ENSGT00390000001301
ENSDARG00000057531	ENSGT00390000001304
ENSDARG00000075525	ENSGT00390000001315
ENSDARG00000017272	ENSGT00390000001332
ENSDARG00000006062	ENSGT00390000001360
ENSDARG00000024831	ENSGT00390000001362
ENSDARG00000062195	ENSGT00390000001368
ENSDARG00000014017	ENSGT00390000001372
ENSDARG00000035838	ENSGT00390000001376
ENSDARG00000030367	ENSGT00390000001390
ENSDARG00000075108	ENSGT00390000001394
ENSDARG00000061091	ENSGT00390000001397
ENSDARG00000078924	ENSGT00390000001400
ENSDARG00000059613	ENSGT00390000001414
ENSDARG00000044183	ENSGT00390000001416
ENSDARG00000067817	ENSGT00390000001416
ENSDARG00000077291	ENSGT00390000001433
ENSDARG00000074456	ENSGT00390000001437
ENSDARG00000004336	ENSGT00390000001439
ENSDARG00000008852	ENSGT00390000001443
ENSDARG00000067913	ENSGT00390000001445
ENSDARG00000054200	ENSGT00390000001446
ENSDARG00000077428	ENSGT00390000001446
ENSDARG00000005251	ENSGT00390000001447
ENSDARG00000071573	ENSGT00390000001455
ENSDARG00000074688	ENSGT00390000001466
ENSDARG00000058232	ENSGT00390000001466
ENSDARG00000043886	ENSGT00390000001474
ENSDARG00000028699	ENSGT00390000001475
ENSDARG00000077037	ENSGT00390000001482
ENSDARG00000001969	ENSGT00390000001482
ENSDARG00000073797	ENSGT00390000001488
ENSDARG00000077804	ENSGT00390000001491
ENSDARG00000091212	ENSGT00390000001491
ENSDARG00000031637	ENSGT00390000001504
ENSDARG00000069677	ENSGT00390000001505
ENSDARG00000061145	ENSGT00390000001507
ENSDARG00000061363	ENSGT00390000001507
ENSDARG00000062129	ENSGT00390000001509
ENSDARG00000091425	ENSGT00390000001511
ENSDARG00000056903	ENSGT00390000001515
ENSDARG00000087996	ENSGT00390000001517
ENSDARG00000063905	ENSGT00390000001518
ENSDARG00000011555	ENSGT00390000001520
ENSDARG00000063341	ENSGT00390000001523
ENSDARG00000073923	ENSGT00390000001536
ENSDARG00000013581	ENSGT00390000001546
ENSDARG00000089800	ENSGT00390000001559
ENSDARG00000013472	ENSGT00390000001561
ENSDARG00000015153	ENSGT00390000001566
ENSDARG00000040387	ENSGT00390000001574
ENSDARG00000070109	ENSGT00390000001577
ENSDARG00000016085	ENSGT00390000001586
ENSDARG00000033134	ENSGT00390000001588
ENSDARG00000029859	ENSGT00390000001593
ENSDARG00000052942	ENSGT00390000001610
ENSDARG00000089862	ENSGT00390000001612
ENSDARG00000040306	ENSGT00390000001619
ENSDARG00000075159	ENSGT00390000001619
ENSDARG00000016771	ENSGT00390000001619
ENSDARG00000038847	ENSGT00390000001622
ENSDARG00000077870	ENSGT00390000001626
ENSDARG00000077859	ENSGT00390000001627
ENSDARG00000078059	ENSGT00390000001644
ENSDARG00000068149	ENSGT00390000001652
ENSDARG00000056026	ENSGT00390000001652
ENSDARG00000074444	ENSGT00390000001653
ENSDARG00000016528	ENSGT00390000001660
ENSDARG00000003132	ENSGT00390000001680
ENSDARG00000020788	ENSGT00390000001681
ENSDARG00000073788	ENSGT00390000001695
ENSDARG00000060395	ENSGT00390000001700
ENSDARG00000025576	ENSGT00390000001702
ENSDARG00000058828	ENSGT00390000001709
ENSDARG00000002837	ENSGT00390000001710
ENSDARG00000062442	ENSGT00390000001723
ENSDARG00000075624	ENSGT00390000001724
ENSDARG00000079687	ENSGT00390000001731
ENSDARG00000025977	ENSGT00390000001735
ENSDARG00000031153	ENSGT00390000001737
ENSDARG00000062016	ENSGT00390000001738
ENSDARG00000027572	ENSGT00390000001742
ENSDARG00000068967	ENSGT00390000001742
ENSDARG00000054055	ENSGT00390000001750
ENSDARG00000062749	ENSGT00390000001754
ENSDARG00000086753	ENSGT00390000001761
ENSDARG00000020345	ENSGT00390000001762
ENSDARG00000067944	ENSGT00390000001763
ENSDARG00000062471	ENSGT00390000001768
ENSDARG00000013837	ENSGT00390000001787
ENSDARG00000086879	ENSGT00390000001790
ENSDARG00000042562	ENSGT00390000001793
ENSDARG00000021097	ENSGT00390000001799
ENSDARG00000011723	ENSGT00390000001801
ENSDARG00000053619	ENSGT00390000001803
ENSDARG00000090625	ENSGT00390000001825
ENSDARG00000058528	ENSGT00390000001827
ENSDARG00000009264	ENSGT00390000001830
ENSDARG00000034528	ENSGT00390000001844
ENSDARG00000062421	ENSGT00390000001846
ENSDARG00000012215	ENSGT00390000001856
ENSDARG00000090951	ENSGT00390000001867
ENSDARG00000062236	ENSGT00390000001874
ENSDARG00000062209	ENSGT00390000001878
ENSDARG00000021849	ENSGT00390000001883
ENSDARG00000029724	ENSGT00390000001905
ENSDARG00000086661	ENSGT00390000001907
ENSDARG00000013522	ENSGT00390000001912
ENSDARG00000025612	ENSGT00390000001920
ENSDARG00000079308	ENSGT00390000001920
ENSDARG00000077950	ENSGT00390000001920
ENSDARG00000054833	ENSGT00390000001927
ENSDARG00000062562	ENSGT00390000001936
ENSDARG00000032553	ENSGT00390000001936
ENSDARG00000036650	ENSGT00390000001951
ENSDARG00000011553	ENSGT00390000001958
ENSDARG00000013478	ENSGT00390000001960
ENSDARG00000017740	ENSGT00390000001965
ENSDARG00000079999	ENSGT00390000001969
ENSDARG00000070061	ENSGT00390000001979
ENSDARG00000097591	ENSGT00390000001986
ENSDARG00000016375	ENSGT00390000001994
ENSDARG00000036057	ENSGT00390000002016
ENSDARG00000010108	ENSGT00390000002024
ENSDARG00000017960	ENSGT00390000002026
ENSDARG00000057374	ENSGT00390000002026
ENSDARG00000019963	ENSGT00390000002026
ENSDARG00000069832	ENSGT00390000002026
ENSDARG00000026137	ENSGT00390000002026
ENSDARG00000015998	ENSGT00390000002030
ENSDARG00000027851	ENSGT00390000002031
ENSDARG00000063020	ENSGT00390000002032
ENSDARG00000075201	ENSGT00390000002033
ENSDARG00000075325	ENSGT00390000002038
ENSDARG00000005612	ENSGT00390000002049
ENSDARG00000044090	ENSGT00390000002053
ENSDARG00000046006	ENSGT00390000002060
ENSDARG00000055875	ENSGT00390000002061
ENSDARG00000043666	ENSGT00390000002062
ENSDARG00000091135	ENSGT00390000002089
ENSDARG00000031600	ENSGT00390000002089
ENSDARG00000056628	ENSGT00390000002101
ENSDARG00000043644	ENSGT00390000002103
ENSDARG00000086183	ENSGT00390000002103
ENSDARG00000068099	ENSGT00390000002105
ENSDARG00000018432	ENSGT00390000002109
ENSDARG00000060798	ENSGT00390000002110
ENSDARG00000007496	ENSGT00390000002112
ENSDARG00000069318	ENSGT00390000002143
ENSDARG00000054085	ENSGT00390000002144
ENSDARG00000013250	ENSGT00390000002149
ENSDARG00000041570	ENSGT00390000002149
ENSDARG00000033594	ENSGT00390000002154
ENSDARG00000022512	ENSGT00390000002155
ENSDARG00000086756	ENSGT00390000002155
ENSDARG00000093768	ENSGT00390000002164
ENSDARG00000095224	ENSGT00390000002168
ENSDARG00000091576	ENSGT00390000002170
ENSDARG00000073899	ENSGT00390000002174
ENSDARG00000092124	ENSGT00390000002190
ENSDARG00000067981	ENSGT00390000002197
ENSDARG00000069090	ENSGT00390000002200
ENSDARG00000075057	ENSGT00390000002201
ENSDARG00000045880	ENSGT00390000002205
ENSDARG00000042854	ENSGT00390000002210
ENSDARG00000073866	ENSGT00390000002211
ENSDARG00000021982	ENSGT00390000002216
ENSDARG00000031496	ENSGT00390000002219
ENSDARG00000078433	ENSGT00390000002220
ENSDARG00000038500	ENSGT00390000002222
ENSDARG00000075933	ENSGT00390000002223
ENSDARG00000088061	ENSGT00390000002226
ENSDARG00000076997	ENSGT00390000002226
ENSDARG00000002685	ENSGT00390000002231
ENSDARG00000059690	ENSGT00390000002232
ENSDARG00000077828	ENSGT00390000002232
ENSDARG00000088521	ENSGT00390000002232
ENSDARG00000005179	ENSGT00390000002237
ENSDARG00000017657	ENSGT00390000002240
ENSDARG00000078801	ENSGT00390000002245
ENSDARG00000032650	ENSGT00390000002251
ENSDARG00000033440	ENSGT00390000002284
ENSDARG00000019715	ENSGT00390000002284
ENSDARG00000018283	ENSGT00390000002290
ENSDARG00000038870	ENSGT00390000002292
ENSDARG00000079795	ENSGT00390000002299
ENSDARG00000057454	ENSGT00390000002313
ENSDARG00000034825	ENSGT00390000002316
ENSDARG00000002077	ENSGT00390000002319
ENSDARG00000036061	ENSGT00390000002349
ENSDARG00000026664	ENSGT00390000002362
ENSDARG00000045625	ENSGT00390000002365
ENSDARG00000070553	ENSGT00390000002368
ENSDARG00000009899	ENSGT00390000002371
ENSDARG00000058154	ENSGT00390000002371
ENSDARG00000041372	ENSGT00390000002374
ENSDARG00000088768	ENSGT00390000002381
ENSDARG00000062964	ENSGT00390000002381
ENSDARG00000071579	ENSGT00390000002395
ENSDARG00000087729	ENSGT00390000002398
ENSDARG00000022509	ENSGT00390000002407
ENSDARG00000032970	ENSGT00390000002407
ENSDARG00000010051	ENSGT00390000002408
ENSDARG00000002184	ENSGT00390000002414
ENSDARG00000074271	ENSGT00390000002415
ENSDARG00000058728	ENSGT00390000002416
ENSDARG00000069515	ENSGT00390000002417
ENSDARG00000031049	ENSGT00390000002421
ENSDARG00000013734	ENSGT00390000002422
ENSDARG00000024687	ENSGT00390000002422
ENSDARG00000011637	ENSGT00390000002428
ENSDARG00000079957	ENSGT00390000002428
ENSDARG00000030803	ENSGT00390000002429
ENSDARG00000054301	ENSGT00390000002443
ENSDARG00000012378	ENSGT00390000002445
ENSDARG00000060101	ENSGT00390000002448
ENSDARG00000014490	ENSGT00390000002457
ENSDARG00000057255	ENSGT00390000002461
ENSDARG00000055763	ENSGT00390000002470
ENSDARG00000090673	ENSGT00390000002505
ENSDARG00000092360	ENSGT00390000002511
ENSDARG00000037071	ENSGT00390000002517
ENSDARG00000061719	ENSGT00390000002524
ENSDARG00000079080	ENSGT00390000002528
ENSDARG00000010773	ENSGT00390000002533
ENSDARG00000015937	ENSGT00390000002548
ENSDARG00000058548	ENSGT00390000002563
ENSDARG00000058551	ENSGT00390000002563
ENSDARG00000069922	ENSGT00390000002563
ENSDARG00000070131	ENSGT00390000002564
ENSDARG00000062655	ENSGT00390000002575
ENSDARG00000039671	ENSGT00390000002579
ENSDARG00000052307	ENSGT00390000002581
ENSDARG00000056549	ENSGT00390000002588
ENSDARG00000055433	ENSGT00390000002588
ENSDARG00000075528	ENSGT00390000002625
ENSDARG00000018902	ENSGT00390000002626
ENSDARG00000020363	ENSGT00390000002628
ENSDARG00000071378	ENSGT00390000002629
ENSDARG00000077918	ENSGT00390000002634
ENSDARG00000073893	ENSGT00390000002634
ENSDARG00000009724	ENSGT00390000002635
ENSDARG00000069099	ENSGT00390000002659
ENSDARG00000021257	ENSGT00390000002667
ENSDARG00000042188	ENSGT00390000002669
ENSDARG00000069168	ENSGT00390000002672
ENSDARG00000074757	ENSGT00390000002675
ENSDARG00000075714	ENSGT00390000002677
ENSDARG00000014171	ENSGT00390000002689
ENSDARG00000016968	ENSGT00390000002693
ENSDARG00000086471	ENSGT00390000002707
ENSDARG00000077307	ENSGT00390000002713
ENSDARG00000089291	ENSGT00390000002725
ENSDARG00000030591	ENSGT00390000002727
ENSDARG00000037628	ENSGT00390000002731
ENSDARG00000045567	ENSGT00390000002738
ENSDARG00000042133	ENSGT00390000002738
ENSDARG00000001881	ENSGT00390000002740
ENSDARG00000002167	ENSGT00390000002740
ENSDARG00000079906	ENSGT00390000002740
ENSDARG00000069286	ENSGT00390000002743
ENSDARG00000053950	ENSGT00390000002748
ENSDARG00000076988	ENSGT00390000002751
ENSDARG00000045269	ENSGT00390000002752
ENSDARG00000039827	ENSGT00390000002753
ENSDARG00000019951	ENSGT00390000002757
ENSDARG00000052816	ENSGT00390000002762
ENSDARG00000071203	ENSGT00390000002766
ENSDARG00000091658	ENSGT00390000002766
ENSDARG00000075014	ENSGT00390000002781
ENSDARG00000008490	ENSGT00390000002789
ENSDARG00000011764	ENSGT00390000002793
ENSDARG00000039350	ENSGT00390000002796
ENSDARG00000057562	ENSGT00390000002799
ENSDARG00000036482	ENSGT00390000002808
ENSDARG00000041217	ENSGT00390000002810
ENSDARG00000053547	ENSGT00390000002812
ENSDARG00000076090	ENSGT00390000002812
ENSDARG00000035606	ENSGT00390000002825
ENSDARG00000013839	ENSGT00390000002825
ENSDARG00000075824	ENSGT00390000002833
ENSDARG00000075743	ENSGT00390000002837
ENSDARG00000043249	ENSGT00390000002845
ENSDARG00000012796	ENSGT00390000002862
ENSDARG00000077596	ENSGT00390000002865
ENSDARG00000016664	ENSGT00390000002866
ENSDARG00000054201	ENSGT00390000002866
ENSDARG00000069363	ENSGT00390000002871
ENSDARG00000015394	ENSGT00390000002873
ENSDARG00000059177	ENSGT00390000002877
ENSDARG00000075817	ENSGT00390000002881
ENSDARG00000077468	ENSGT00390000002884
ENSDARG00000060763	ENSGT00390000002913
ENSDARG00000071087	ENSGT00390000002915
ENSDARG00000037654	ENSGT00390000002918
ENSDARG00000038398	ENSGT00390000002918
ENSDARG00000041576	ENSGT00390000002931
ENSDARG00000074684	ENSGT00390000002932
ENSDARG00000059357	ENSGT00390000002944
ENSDARG00000063362	ENSGT00390000002955
ENSDARG00000033138	ENSGT00390000002957
ENSDARG00000039934	ENSGT00390000002960
ENSDARG00000027159	ENSGT00390000002970
ENSDARG00000079163	ENSGT00390000002997
ENSDARG00000043404	ENSGT00390000003020
ENSDARG00000043467	ENSGT00390000003022
ENSDARG00000026864	ENSGT00390000003023
ENSDARG00000062258	ENSGT00390000003033
ENSDARG00000091271	ENSGT00390000003044
ENSDARG00000091221	ENSGT00390000003047
ENSDARG00000000142	ENSGT00390000003050
ENSDARG00000075025	ENSGT00390000003057
ENSDARG00000003084	ENSGT00390000003058
ENSDARG00000069116	ENSGT00390000003068
ENSDARG00000071211	ENSGT00390000003084
ENSDARG00000092934	ENSGT00390000003093
ENSDARG00000075143	ENSGT00390000003094
ENSDARG00000077728	ENSGT00390000003100
ENSDARG00000040024	ENSGT00390000003114
ENSDARG00000040314	ENSGT00390000003115
ENSDARG00000039757	ENSGT00390000003130
ENSDARG00000078872	ENSGT00390000003132
ENSDARG00000074508	ENSGT00390000003132
ENSDARG00000038686	ENSGT00390000003133
ENSDARG00000041802	ENSGT00390000003145
ENSDARG00000057854	ENSGT00390000003152
ENSDARG00000013075	ENSGT00390000003153
ENSDARG00000038635	ENSGT00390000003156
ENSDARG00000073853	ENSGT00390000003161
ENSDARG00000022599	ENSGT00390000003164
ENSDARG00000002916	ENSGT00390000003175
ENSDARG00000021082	ENSGT00390000003175
ENSDARG00000042701	ENSGT00390000003182
ENSDARG00000092285	ENSGT00390000003183
ENSDARG00000014898	ENSGT00390000003197
ENSDARG00000077155	ENSGT00390000003209
ENSDARG00000027813	ENSGT00390000003223
ENSDARG00000056618	ENSGT00390000003231
ENSDARG00000044011	ENSGT00390000003231
ENSDARG00000016368	ENSGT00390000003245
ENSDARG00000016044	ENSGT00390000003246
ENSDARG00000035264	ENSGT00390000003255
ENSDARG00000063411	ENSGT00390000003256
ENSDARG00000006316	ENSGT00390000003263
ENSDARG00000090664	ENSGT00390000003267
ENSDARG00000078185	ENSGT00390000003281
ENSDARG00000068409	ENSGT00390000003282
ENSDARG00000040114	ENSGT00390000003282
ENSDARG00000087413	ENSGT00390000003283
ENSDARG00000006370	ENSGT00390000003289
ENSDARG00000075215	ENSGT00390000003290
ENSDARG00000053995	ENSGT00390000003292
ENSDARG00000094327	ENSGT00390000003298
ENSDARG00000002894	ENSGT00390000003299
ENSDARG00000090447	ENSGT00390000003305
ENSDARG00000041237	ENSGT00390000003312
ENSDARG00000079616	ENSGT00390000003337
ENSDARG00000022461	ENSGT00390000003338
ENSDARG00000043624	ENSGT00390000003344
ENSDARG00000016656	ENSGT00390000003349
ENSDARG00000059064	ENSGT00390000003367
ENSDARG00000070601	ENSGT00390000003367
ENSDARG00000003904	ENSGT00390000003368
ENSDARG00000017730	ENSGT00390000003374
ENSDARG00000043460	ENSGT00390000003381
ENSDARG00000096398	ENSGT00390000003403
ENSDARG00000042527	ENSGT00390000003405
ENSDARG00000040556	ENSGT00390000003413
ENSDARG00000077203	ENSGT00390000003414
ENSDARG00000053074	ENSGT00390000003420
ENSDARG00000010771	ENSGT00390000003420
ENSDARG00000009488	ENSGT00390000003420
ENSDARG00000059853	ENSGT00390000003422
ENSDARG00000044402	ENSGT00390000003426
ENSDARG00000031388	ENSGT00390000003427
ENSDARG00000004517	ENSGT00390000003428
ENSDARG00000038456	ENSGT00390000003443
ENSDARG00000051800	ENSGT00390000003450
ENSDARG00000063219	ENSGT00390000003453
ENSDARG00000027915	ENSGT00390000003459
ENSDARG00000043877	ENSGT00390000003464
ENSDARG00000042571	ENSGT00390000003466
ENSDARG00000093303	ENSGT00390000003476
ENSDARG00000091273	ENSGT00390000003476
ENSDARG00000018562	ENSGT00390000003478
ENSDARG00000039535	ENSGT00390000003480
ENSDARG00000086457	ENSGT00390000003488
ENSDARG00000088709	ENSGT00390000003488
ENSDARG00000075446	ENSGT00390000003496
ENSDARG00000063414	ENSGT00390000003526
ENSDARG00000061543	ENSGT00390000003531
ENSDARG00000078308	ENSGT00390000003535
ENSDARG00000024286	ENSGT00390000003535
ENSDARG00000070386	ENSGT00390000003552
ENSDARG00000056121	ENSGT00390000003560
ENSDARG00000076568	ENSGT00390000003561
ENSDARG00000071774	ENSGT00390000003564
ENSDARG00000076627	ENSGT00390000003568
ENSDARG00000035860	ENSGT00390000003580
ENSDARG00000067759	ENSGT00390000003581
ENSDARG00000054606	ENSGT00390000003587
ENSDARG00000059075	ENSGT00390000003591
ENSDARG00000098029	ENSGT00390000003592
ENSDARG00000091429	ENSGT00390000003596
ENSDARG00000053166	ENSGT00390000003601
ENSDARG00000022690	ENSGT00390000003601
ENSDARG00000079015	ENSGT00390000003602
ENSDARG00000017710	ENSGT00390000003608
ENSDARG00000087844	ENSGT00390000003618
ENSDARG00000009557	ENSGT00390000003623
ENSDARG00000056331	ENSGT00390000003626
ENSDARG00000005191	ENSGT00390000003626
ENSDARG00000016871	ENSGT00390000003628
ENSDARG00000045342	ENSGT00390000003643
ENSDARG00000089200	ENSGT00390000003661
ENSDARG00000054264	ENSGT00390000003662
ENSDARG00000042631	ENSGT00390000003677
ENSDARG00000056034	ENSGT00390000003680
ENSDARG00000058451	ENSGT00390000003682
ENSDARG00000030106	ENSGT00390000003691
ENSDARG00000033655	ENSGT00390000003691
ENSDARG00000079056	ENSGT00390000003692
ENSDARG00000058206	ENSGT00390000003706
ENSDARG00000069846	ENSGT00390000003706
ENSDARG00000020618	ENSGT00390000003706
ENSDARG00000094516	ENSGT00390000003706
ENSDARG00000010244	ENSGT00390000003719
ENSDARG00000096995	ENSGT00390000003748
ENSDARG00000075693	ENSGT00390000003758
ENSDARG00000060035	ENSGT00390000003759
ENSDARG00000088346	ENSGT00390000003768
ENSDARG00000055240	ENSGT00390000003772
ENSDARG00000020054	ENSGT00390000003772
ENSDARG00000042737	ENSGT00390000003774
ENSDARG00000018980	ENSGT00390000003774
ENSDARG00000077776	ENSGT00390000003781
ENSDARG00000069624	ENSGT00390000003791
