Mouse_gene_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000035199	ENSGT00390000008631
ENSMUSG00000031149	ENSGT00390000008631
ENSMUSG00000005823	ENSGT00390000008649
ENSMUSG00000000194	ENSGT00390000008649
ENSMUSG00000030353	ENSGT00390000008670
ENSMUSG00000014959	ENSGT00390000008686
ENSMUSG00000032513	ENSGT00390000008686
ENSMUSG00000031266	ENSGT00390000008751
ENSMUSG00000033419	ENSGT00390000008805
ENSMUSG00000010461	ENSGT00390000008860
ENSMUSG00000026456	ENSGT00390000008881
ENSMUSG00000018042	ENSGT00390000008881
ENSMUSG00000048065	ENSGT00390000008881
ENSMUSG00000047897	ENSGT00390000008909
ENSMUSG00000072945	ENSGT00390000008909
ENSMUSG00000020034	ENSGT00390000008958
ENSMUSG00000027175	ENSGT00390000008958
ENSMUSG00000028121	ENSGT00390000008976
ENSMUSG00000024663	ENSGT00390000009036
ENSMUSG00000038695	ENSGT00390000009228
ENSMUSG00000018554	ENSGT00390000009256
ENSMUSG00000028194	ENSGT00390000009331
ENSMUSG00000040652	ENSGT00390000009476
ENSMUSG00000030826	ENSGT00390000009532
ENSMUSG00000028582	ENSGT00390000009595
ENSMUSG00000036686	ENSGT00390000009595
ENSMUSG00000024899	ENSGT00390000009613
ENSMUSG00000028032	ENSGT00390000009613
ENSMUSG00000022439	ENSGT00390000009673
ENSMUSG00000044681	ENSGT00390000009749
ENSMUSG00000025381	ENSGT00390000009749
ENSMUSG00000052160	ENSGT00390000009798
ENSMUSG00000036561	ENSGT00390000009899
ENSMUSG00000008575	ENSGT00390000009905
ENSMUSG00000025158	ENSGT00390000009913
ENSMUSG00000052949	ENSGT00390000009925
ENSMUSG00000052684	ENSGT00390000009929
ENSMUSG00000020363	ENSGT00390000010049
ENSMUSG00000030428	ENSGT00390000010182
ENSMUSG00000028218	ENSGT00390000010285
ENSMUSG00000052298	ENSGT00390000010375
ENSMUSG00000028478	ENSGT00390000010441
ENSMUSG00000047547	ENSGT00390000010441
ENSMUSG00000021728	ENSGT00390000010516
ENSMUSG00000050493	ENSGT00390000010627
ENSMUSG00000047250	ENSGT00390000010743
ENSMUSG00000032487	ENSGT00390000010743
ENSMUSG00000022431	ENSGT00390000010825
ENSMUSG00000006587	ENSGT00390000011027
ENSMUSG00000022676	ENSGT00390000011027
ENSMUSG00000024579	ENSGT00390000011206
ENSMUSG00000029998	ENSGT00390000011206
ENSMUSG00000043885	ENSGT00390000011245
ENSMUSG00000028871	ENSGT00390000011447
ENSMUSG00000019880	ENSGT00390000011447
ENSMUSG00000034723	ENSGT00390000011580
ENSMUSG00000021072	ENSGT00390000011580
ENSMUSG00000058388	ENSGT00390000011648
ENSMUSG00000039987	ENSGT00390000011648
ENSMUSG00000002015	ENSGT00390000011863
ENSMUSG00000020650	ENSGT00390000011863
ENSMUSG00000042607	ENSGT00390000011960
ENSMUSG00000067081	ENSGT00390000011960
ENSMUSG00000040659	ENSGT00390000012058
ENSMUSG00000027287	ENSGT00390000012186
ENSMUSG00000020811	ENSGT00390000012250
ENSMUSG00000019806	ENSGT00390000012526
ENSMUSG00000037568	ENSGT00390000012703
ENSMUSG00000021256	ENSGT00390000012703
ENSMUSG00000022236	ENSGT00390000012731
ENSMUSG00000051373	ENSGT00390000012789
ENSMUSG00000040105	ENSGT00390000012789
ENSMUSG00000036151	ENSGT00390000012913
ENSMUSG00000038623	ENSGT00390000012913
ENSMUSG00000027602	ENSGT00390000012937
ENSMUSG00000020993	ENSGT00390000012948
ENSMUSG00000002043	ENSGT00390000012948
ENSMUSG00000017176	ENSGT00390000012959
ENSMUSG00000070426	ENSGT00390000013075
ENSMUSG00000052369	ENSGT00390000013076
ENSMUSG00000041886	ENSGT00390000013151
ENSMUSG00000024240	ENSGT00390000013262
ENSMUSG00000010048	ENSGT00390000013347
ENSMUSG00000024780	ENSGT00390000013443
ENSMUSG00000027668	ENSGT00390000013727
ENSMUSG00000021900	ENSGT00390000013823
ENSMUSG00000024905	ENSGT00390000013974
ENSMUSG00000025190	ENSGT00390000014081
ENSMUSG00000039720	ENSGT00390000014081
ENSMUSG00000020448	ENSGT00390000014107
ENSMUSG00000014791	ENSGT00390000014155
ENSMUSG00000033114	ENSGT00390000014204
ENSMUSG00000028521	ENSGT00390000014204
ENSMUSG00000032850	ENSGT00390000014213
ENSMUSG00000020521	ENSGT00390000014213
ENSMUSG00000030545	ENSGT00390000014273
ENSMUSG00000032594	ENSGT00390000014381
ENSMUSG00000021687	ENSGT00390000014393
ENSMUSG00000028049	ENSGT00390000014393
ENSMUSG00000033530	ENSGT00390000014400
ENSMUSG00000050357	ENSGT00390000014487
ENSMUSG00000022211	ENSGT00390000014487
ENSMUSG00000021175	ENSGT00390000014657
ENSMUSG00000027531	ENSGT00390000014699
ENSMUSG00000024525	ENSGT00390000014699
ENSMUSG00000035620	ENSGT00390000014700
ENSMUSG00000039065	ENSGT00390000014771
ENSMUSG00000027397	ENSGT00390000014879
ENSMUSG00000007655	ENSGT00390000014924
ENSMUSG00000047907	ENSGT00390000014977
ENSMUSG00000046982	ENSGT00390000014977
ENSMUSG00000021573	ENSGT00390000014993
ENSMUSG00000008813	ENSGT00390000014993
ENSMUSG00000014846	ENSGT00390000014993
ENSMUSG00000020782	ENSGT00390000000018
ENSMUSG00000020536	ENSGT00390000000018
ENSMUSG00000042109	ENSGT00390000000022
ENSMUSG00000037846	ENSGT00390000000104
ENSMUSG00000033491	ENSGT00390000000155
ENSMUSG00000022974	ENSGT00390000000455
ENSMUSG00000035125	ENSGT00390000000455
ENSMUSG00000002342	ENSGT00390000000672
ENSMUSG00000026411	ENSGT00390000000819
ENSMUSG00000031021	ENSGT00390000000819
ENSMUSG00000030086	ENSGT00390000000903
ENSMUSG00000053768	ENSGT00390000000903
ENSMUSG00000019982	ENSGT00390000001038
ENSMUSG00000023000	ENSGT00390000001117
ENSMUSG00000050966	ENSGT00390000001177
ENSMUSG00000020774	ENSGT00390000001189
ENSMUSG00000028165	ENSGT00390000001233
ENSMUSG00000024847	ENSGT00390000001289
ENSMUSG00000006134	ENSGT00390000001475
ENSMUSG00000051335	ENSGT00390000001507
ENSMUSG00000013150	ENSGT00390000001507
ENSMUSG00000069867	ENSGT00390000001517
ENSMUSG00000003948	ENSGT00390000001574
ENSMUSG00000026107	ENSGT00390000001913
ENSMUSG00000025374	ENSGT00390000001913
ENSMUSG00000009563	ENSGT00390000001920
ENSMUSG00000059555	ENSGT00390000001920
ENSMUSG00000060519	ENSGT00390000001920
ENSMUSG00000058709	ENSGT00390000001936
ENSMUSG00000035105	ENSGT00390000001936
ENSMUSG00000021474	ENSGT00390000002026
ENSMUSG00000066735	ENSGT00390000002103
ENSMUSG00000025505	ENSGT00390000002170
ENSMUSG00000024667	ENSGT00390000002170
ENSMUSG00000038132	ENSGT00390000002308
ENSMUSG00000064105	ENSGT00390000002383
ENSMUSG00000009876	ENSGT00390000002407
ENSMUSG00000019848	ENSGT00390000002563
ENSMUSG00000020078	ENSGT00390000002588
ENSMUSG00000031988	ENSGT00390000002588
ENSMUSG00000017412	ENSGT00390000002740
ENSMUSG00000043461	ENSGT00390000002766
ENSMUSG00000020169	ENSGT00390000002997
ENSMUSG00000037418	ENSGT00390000002997
ENSMUSG00000024084	ENSGT00390000003107
ENSMUSG00000030407	ENSGT00390000003107
ENSMUSG00000010067	ENSGT00390000003367
ENSMUSG00000034872	ENSGT00390000003420
ENSMUSG00000039131	ENSGT00390000003420
ENSMUSG00000061654	ENSGT00390000003535
ENSMUSG00000035953	ENSGT00390000003680
ENSMUSG00000028221	ENSGT00390000003680
ENSMUSG00000030082	ENSGT00390000003721
ENSMUSG00000018381	ENSGT00390000003756
ENSMUSG00000026782	ENSGT00390000003756
ENSMUSG00000036330	ENSGT00390000003851
ENSMUSG00000025094	ENSGT00390000003851
ENSMUSG00000028847	ENSGT00390000003880
ENSMUSG00000033032	ENSGT00390000003998
ENSMUSG00000029094	ENSGT00390000003998
ENSMUSG00000010830	ENSGT00390000004010
ENSMUSG00000039108	ENSGT00390000004174
ENSMUSG00000023990	ENSGT00390000004402
ENSMUSG00000014837	ENSGT00390000004417
ENSMUSG00000027994	ENSGT00390000004496
ENSMUSG00000009647	ENSGT00390000004496
ENSMUSG00000022753	ENSGT00390000004660
ENSMUSG00000009214	ENSGT00390000004668
ENSMUSG00000035273	ENSGT00390000004874
ENSMUSG00000031903	ENSGT00390000004902
ENSMUSG00000027134	ENSGT00390000004914
ENSMUSG00000021608	ENSGT00390000004914
ENSMUSG00000019302	ENSGT00390000004941
ENSMUSG00000026223	ENSGT00390000005162
ENSMUSG00000056214	ENSGT00390000005255
ENSMUSG00000043286	ENSGT00390000005295
ENSMUSG00000025509	ENSGT00390000005295
ENSMUSG00000040818	ENSGT00390000005529
ENSMUSG00000062995	ENSGT00390000005530
ENSMUSG00000029198	ENSGT00390000005589
ENSMUSG00000038893	ENSGT00390000005655
ENSMUSG00000041040	ENSGT00390000005655
ENSMUSG00000029638	ENSGT00390000005655
ENSMUSG00000001508	ENSGT00390000005672
ENSMUSG00000024824	ENSGT00390000005767
ENSMUSG00000038569	ENSGT00390000005767
ENSMUSG00000023926	ENSGT00390000005787
ENSMUSG00000003934	ENSGT00390000005839
ENSMUSG00000050967	ENSGT00390000005914
ENSMUSG00000046876	ENSGT00390000005939
ENSMUSG00000030741	ENSGT00390000005976
ENSMUSG00000032514	ENSGT00390000005979
ENSMUSG00000020303	ENSGT00390000005989
ENSMUSG00000014813	ENSGT00390000005989
ENSMUSG00000038859	ENSGT00390000005995
ENSMUSG00000018126	ENSGT00390000005995
ENSMUSG00000035151	ENSGT00390000006017
ENSMUSG00000041986	ENSGT00390000006017
ENSMUSG00000029344	ENSGT00390000006030
ENSMUSG00000035275	ENSGT00390000006046
ENSMUSG00000073433	ENSGT00390000006233
ENSMUSG00000030220	ENSGT00390000006233
ENSMUSG00000025402	ENSGT00390000006330
ENSMUSG00000002881	ENSGT00390000006330
ENSMUSG00000021037	ENSGT00390000006429
ENSMUSG00000038702	ENSGT00390000006522
ENSMUSG00000023030	ENSGT00390000006526
ENSMUSG00000021118	ENSGT00390000006543
ENSMUSG00000032046	ENSGT00390000006625
ENSMUSG00000090121	ENSGT00390000006625
ENSMUSG00000020519	ENSGT00390000006633
ENSMUSG00000027593	ENSGT00390000006718
ENSMUSG00000021362	ENSGT00390000006777
ENSMUSG00000031109	ENSGT00390000006788
ENSMUSG00000022012	ENSGT00390000006788
ENSMUSG00000031425	ENSGT00390000006915
ENSMUSG00000010307	ENSGT00390000007101
ENSMUSG00000032575	ENSGT00390000007160
ENSMUSG00000039496	ENSGT00390000007160
ENSMUSG00000028822	ENSGT00390000007434
ENSMUSG00000000811	ENSGT00390000007578
ENSMUSG00000016386	ENSGT00390000007681
ENSMUSG00000030410	ENSGT00390000007686
ENSMUSG00000050860	ENSGT00390000007741
ENSMUSG00000027088	ENSGT00390000007741
ENSMUSG00000022999	ENSGT00390000007809
ENSMUSG00000039886	ENSGT00390000007848
ENSMUSG00000036327	ENSGT00390000008045
ENSMUSG00000033684	ENSGT00390000008045
ENSMUSG00000025232	ENSGT00390000008107
ENSMUSG00000021665	ENSGT00390000008107
ENSMUSG00000042254	ENSGT00390000008152
ENSMUSG00000058656	ENSGT00390000008161
ENSMUSG00000038605	ENSGT00390000008161
ENSMUSG00000028618	ENSGT00390000008279
ENSMUSG00000032435	ENSGT00390000008295
ENSMUSG00000024293	ENSGT00390000008335
ENSMUSG00000040113	ENSGT00390000008371
ENSMUSG00000026857	ENSGT00390000008371
ENSMUSG00000026858	ENSGT00390000008565
ENSMUSG00000054942	ENSGT00390000008565
ENSMUSG00000035199	ENSGT00390000008631
ENSMUSG00000031149	ENSGT00390000008631
ENSMUSG00000000194	ENSGT00390000008649
ENSMUSG00000005823	ENSGT00390000008649
ENSMUSG00000030353	ENSGT00390000008670
ENSMUSG00000014959	ENSGT00390000008686
ENSMUSG00000032513	ENSGT00390000008686
ENSMUSG00000031266	ENSGT00390000008751
ENSMUSG00000033419	ENSGT00390000008805
ENSMUSG00000010461	ENSGT00390000008860
ENSMUSG00000026456	ENSGT00390000008881
ENSMUSG00000018042	ENSGT00390000008881
ENSMUSG00000048065	ENSGT00390000008881
ENSMUSG00000047897	ENSGT00390000008909
ENSMUSG00000072945	ENSGT00390000008909
ENSMUSG00000027175	ENSGT00390000008958
ENSMUSG00000020034	ENSGT00390000008958
ENSMUSG00000028121	ENSGT00390000008976
ENSMUSG00000024663	ENSGT00390000009036
ENSMUSG00000038695	ENSGT00390000009228
ENSMUSG00000018554	ENSGT00390000009256
ENSMUSG00000028194	ENSGT00390000009331
ENSMUSG00000040652	ENSGT00390000009476
ENSMUSG00000030826	ENSGT00390000009532
ENSMUSG00000028582	ENSGT00390000009595
ENSMUSG00000036686	ENSGT00390000009595
ENSMUSG00000024899	ENSGT00390000009613
ENSMUSG00000028032	ENSGT00390000009613
ENSMUSG00000022439	ENSGT00390000009673
ENSMUSG00000025381	ENSGT00390000009749
ENSMUSG00000044681	ENSGT00390000009749
ENSMUSG00000052160	ENSGT00390000009798
ENSMUSG00000036561	ENSGT00390000009899
ENSMUSG00000008575	ENSGT00390000009905
ENSMUSG00000025158	ENSGT00390000009913
ENSMUSG00000052949	ENSGT00390000009925
ENSMUSG00000052684	ENSGT00390000009929
ENSMUSG00000020363	ENSGT00390000010049
ENSMUSG00000030428	ENSGT00390000010182
ENSMUSG00000028218	ENSGT00390000010285
ENSMUSG00000052298	ENSGT00390000010375
ENSMUSG00000028478	ENSGT00390000010441
ENSMUSG00000047547	ENSGT00390000010441
ENSMUSG00000021728	ENSGT00390000010516
ENSMUSG00000050493	ENSGT00390000010627
ENSMUSG00000032487	ENSGT00390000010743
ENSMUSG00000047250	ENSGT00390000010743
ENSMUSG00000022431	ENSGT00390000010825
ENSMUSG00000006587	ENSGT00390000011027
ENSMUSG00000022676	ENSGT00390000011027
ENSMUSG00000024579	ENSGT00390000011206
ENSMUSG00000029998	ENSGT00390000011206
ENSMUSG00000043885	ENSGT00390000011245
ENSMUSG00000028871	ENSGT00390000011447
ENSMUSG00000019880	ENSGT00390000011447
ENSMUSG00000034723	ENSGT00390000011580
ENSMUSG00000021072	ENSGT00390000011580
ENSMUSG00000058388	ENSGT00390000011648
ENSMUSG00000039987	ENSGT00390000011648
ENSMUSG00000002015	ENSGT00390000011863
ENSMUSG00000020650	ENSGT00390000011863
ENSMUSG00000067081	ENSGT00390000011960
ENSMUSG00000042607	ENSGT00390000011960
ENSMUSG00000040659	ENSGT00390000012058
ENSMUSG00000027287	ENSGT00390000012186
ENSMUSG00000020811	ENSGT00390000012250
ENSMUSG00000019806	ENSGT00390000012526
ENSMUSG00000037568	ENSGT00390000012703
ENSMUSG00000021256	ENSGT00390000012703
ENSMUSG00000022236	ENSGT00390000012731
ENSMUSG00000051373	ENSGT00390000012789
ENSMUSG00000040105	ENSGT00390000012789
ENSMUSG00000038623	ENSGT00390000012913
ENSMUSG00000036151	ENSGT00390000012913
ENSMUSG00000027602	ENSGT00390000012937
ENSMUSG00000002043	ENSGT00390000012948
ENSMUSG00000020993	ENSGT00390000012948
ENSMUSG00000017176	ENSGT00390000012959
ENSMUSG00000070426	ENSGT00390000013075
ENSMUSG00000052369	ENSGT00390000013076
ENSMUSG00000041886	ENSGT00390000013151
ENSMUSG00000024240	ENSGT00390000013262
ENSMUSG00000010048	ENSGT00390000013347
ENSMUSG00000024780	ENSGT00390000013443
ENSMUSG00000027668	ENSGT00390000013727
ENSMUSG00000021900	ENSGT00390000013823
ENSMUSG00000024905	ENSGT00390000013974
ENSMUSG00000025190	ENSGT00390000014081
ENSMUSG00000039720	ENSGT00390000014081
ENSMUSG00000020448	ENSGT00390000014107
ENSMUSG00000014791	ENSGT00390000014155
ENSMUSG00000033114	ENSGT00390000014204
ENSMUSG00000028521	ENSGT00390000014204
ENSMUSG00000032850	ENSGT00390000014213
ENSMUSG00000020521	ENSGT00390000014213
ENSMUSG00000030545	ENSGT00390000014273
ENSMUSG00000032594	ENSGT00390000014381
ENSMUSG00000028049	ENSGT00390000014393
ENSMUSG00000021687	ENSGT00390000014393
ENSMUSG00000033530	ENSGT00390000014400
ENSMUSG00000022211	ENSGT00390000014487
ENSMUSG00000050357	ENSGT00390000014487
ENSMUSG00000021175	ENSGT00390000014657
ENSMUSG00000024525	ENSGT00390000014699
ENSMUSG00000027531	ENSGT00390000014699
ENSMUSG00000035620	ENSGT00390000014700
ENSMUSG00000039065	ENSGT00390000014771
ENSMUSG00000027397	ENSGT00390000014879
ENSMUSG00000007655	ENSGT00390000014924
ENSMUSG00000046982	ENSGT00390000014977
ENSMUSG00000047907	ENSGT00390000014977
ENSMUSG00000008813	ENSGT00390000014993
ENSMUSG00000014846	ENSGT00390000014993
ENSMUSG00000021573	ENSGT00390000014993
ENSMUSG00000004359	ENSGT00390000015212
ENSMUSG00000043991	ENSGT00390000015406
ENSMUSG00000014353	ENSGT00390000015417
ENSMUSG00000032515	ENSGT00390000015510
ENSMUSG00000042195	ENSGT00390000015655
ENSMUSG00000026205	ENSGT00390000015686
ENSMUSG00000000296	ENSGT00390000015988
ENSMUSG00000017485	ENSGT00390000016222
ENSMUSG00000032540	ENSGT00390000016277
ENSMUSG00000040997	ENSGT00390000016277
ENSMUSG00000042189	ENSGT00390000016344
ENSMUSG00000000934	ENSGT00390000016347
ENSMUSG00000008763	ENSGT00390000016529
ENSMUSG00000010609	ENSGT00390000016593
ENSMUSG00000019969	ENSGT00390000016593
ENSMUSG00000027002	ENSGT00390000016619
ENSMUSG00000021069	ENSGT00390000016886
ENSMUSG00000026484	ENSGT00390000016977
ENSMUSG00000027680	ENSGT00390000017033
ENSMUSG00000018765	ENSGT00390000017033
ENSMUSG00000011008	ENSGT00390000017126
ENSMUSG00000004567	ENSGT00390000017126
ENSMUSG00000036572	ENSGT00390000017146
ENSMUSG00000038398	ENSGT00390000017146
ENSMUSG00000026176	ENSGT00390000017194
ENSMUSG00000029171	ENSGT00390000017247
ENSMUSG00000022013	ENSGT00390000017303
ENSMUSG00000045288	ENSGT00390000017548
ENSMUSG00000030909	ENSGT00390000017548
ENSMUSG00000040025	ENSGT00390000017549
ENSMUSG00000002500	ENSGT00390000017606
ENSMUSG00000056121	ENSGT00390000017627
ENSMUSG00000026156	ENSGT00390000017640
ENSMUSG00000004070	ENSGT00390000017673
ENSMUSG00000005413	ENSGT00390000017673
ENSMUSG00000028672	ENSGT00390000017690
ENSMUSG00000022838	ENSGT00390000017724
ENSMUSG00000020114	ENSGT00390000017740
ENSMUSG00000062580	ENSGT00390000017780
ENSMUSG00000031158	ENSGT00390000017780
ENSMUSG00000023018	ENSGT00390000017809
ENSMUSG00000059182	ENSGT00390000017856
ENSMUSG00000057058	ENSGT00390000017856
ENSMUSG00000094282	ENSGT00390000018178
ENSMUSG00000041846	ENSGT00390000018199
ENSMUSG00000032020	ENSGT00390000018249
ENSMUSG00000037253	ENSGT00390000018714
ENSMUSG00000031791	ENSGT00390000018845
ENSMUSG00000028420	ENSGT00390000018845
ENSMUSG00000035109	ENSGT00390000018860
ENSMUSG00000002845	ENSGT00390000018895
ENSMUSG00000027861	ENSGT00390000019377
ENSMUSG00000071659	ENSGT00390000020210
ENSMUSG00000040725	ENSGT00390000020210
ENSMUSG00000022951	ENSGT00400000022053
ENSMUSG00000059713	ENSGT00400000022053
ENSMUSG00000031906	ENSGT00400000022168
ENSMUSG00000071724	ENSGT00400000022168
ENSMUSG00000052525	ENSGT00420000029723
ENSMUSG00000048200	ENSGT00440000033504
ENSMUSG00000002017	ENSGT00440000037341
ENSMUSG00000030590	ENSGT00440000037341
ENSMUSG00000031732	ENSGT00440000037833
ENSMUSG00000040666	ENSGT00440000039098
ENSMUSG00000074570	ENSGT00490000043324
ENSMUSG00000044468	ENSGT00500000044785
ENSMUSG00000005994	ENSGT00500000044790
ENSMUSG00000030881	ENSGT00500000044828
ENSMUSG00000031586	ENSGT00500000044861
ENSMUSG00000038886	ENSGT00510000046304
ENSMUSG00000024085	ENSGT00510000046304
ENSMUSG00000068329	ENSGT00510000046315
ENSMUSG00000021485	ENSGT00510000046360
ENSMUSG00000022216	ENSGT00510000046374
ENSMUSG00000001436	ENSGT00510000046382
ENSMUSG00000040918	ENSGT00510000046382
ENSMUSG00000075415	ENSGT00510000046403
ENSMUSG00000029370	ENSGT00510000046426
ENSMUSG00000048277	ENSGT00510000046450
ENSMUSG00000034793	ENSGT00510000046465
ENSMUSG00000020893	ENSGT00510000046467
ENSMUSG00000032733	ENSGT00510000046469
ENSMUSG00000031060	ENSGT00510000046476
ENSMUSG00000032580	ENSGT00510000046476
ENSMUSG00000042570	ENSGT00510000046482
ENSMUSG00000040943	ENSGT00510000046514
ENSMUSG00000057230	ENSGT00510000046552
ENSMUSG00000002064	ENSGT00510000046663
ENSMUSG00000023266	ENSGT00510000046707
ENSMUSG00000038524	ENSGT00510000046732
ENSMUSG00000030703	ENSGT00510000046745
ENSMUSG00000061666	ENSGT00510000046745
ENSMUSG00000029309	ENSGT00510000046787
ENSMUSG00000025777	ENSGT00510000046788
ENSMUSG00000042073	ENSGT00510000046860
ENSMUSG00000020400	ENSGT00510000046908
